age,weight
1,32.0
2,32.817
3,33.463
4,34.29
5,35.005
6,35.787
7,36.58
8,37.426
9,38.431
10,39.33
11,40.317
12,41.204
13,42.162
14,43.141
15,44.097
16,45.108
17,45.931
18,46.789
19,47.858
20,48.882
21,49.706
22,50.668
23,51.485
24,51.946
25,53.212
26,54.326
27,55.451
28,56.591
29,57.826
30,59.026
31,60.189
32,61.194
33,62.254
34,63.182
35,64.049
36,64.952
37,66.072
38,66.926
39,67.925
40,69.109
41,70.082
42,71.026
43,72.106
44,73.253
45,74.258
46,75.4
47,76.255
48,77.165
49,78.408
50,79.436
51,80.575
52,81.581
53,82.759
54,83.531
55,84.764
56,85.847
57,86.774
58,87.942
59,88.669
60,89.662
61,90.734
62,91.659
63,92.784
64,93.997
65,94.896
66,95.901
67,97.394
68,98.565
69,99.528
70,100.185
71,101.049
72,102.105
73,103.155
74,104.235
75,105.361
76,106.145
77,107.157
78,108.143
79,109.168
80,110.203
81,111.246
82,112.299
83,113.333
84,114.388
85,115.447
86,116.512
87,117.582
88,118.655
89,119.734
90,120.813
91,121.897
92,122.984
93,124.074
94,125.164
95,126.257
96,127.347
97,128.443
98,129.538
99,130.636
100,131.734
101,132.834
