age,weight
1,33.133
2,33.876
3,34.583
4,35.598
5,36.311
6,37.416
7,38.252
8,39.253
9,40.238
10,41.312
11,42.337
12,43.191
13,44.238
14,45.014
15,45.906
16,47.036
17,47.962
18,48.94
19,49.739
20,50.561
21,51.41
22,52.608
23,53.432
24,54.331
25,55.423
26,56.598
27,57.602
28,58.639
29,59.647
30,60.533
31,61.72
32,62.888
33,63.863
34,64.894
35,65.832
36,67.003
37,68.109
38,69.087
39,70.033
40,70.988
41,71.947
42,72.697
43,73.614
44,74.474
45,75.44
46,76.256
47,76.894
48,77.773
49,78.876
50,79.851
51,80.91
52,81.799
53,82.726
54,83.61
55,84.672
56,85.737
57,86.821
58,87.926
59,88.987
60,90.075
61,91.32
62,92.47
63,93.46
64,94.658
65,95.719
66,96.739
67,97.896
68,99.036
69,100.328
70,101.608
71,102.879
72,103.98
73,105.36
74,106.448
75,107.743
76,109.232
77,110.47
78,111.735
79,112.95
80,114.167
81,115.354
82,116.546
83,117.739
84,118.904
85,120.065
86,121.212
87,122.352
88,123.482
89,124.606
90,125.725
91,126.835
92,127.94
93,129.036
94,130.127
95,131.218
96,132.302
97,133.382
98,134.459
99,135.533
100,136.604
101,137.67
