age,weight
1,39.5
2,40.278
3,41.436
4,42.561
5,43.715
6,44.646
7,45.82
8,46.862
9,47.989
10,48.801
11,49.923
12,50.915
13,51.957
14,52.762
15,53.489
16,54.753
17,55.818
18,56.916
19,57.953
20,58.909
21,59.921
22,61.387
23,62.438
24,63.773
25,65.044
26,66.347
27,67.56
28,68.989
29,69.996
30,71.36
31,72.245
32,73.71
33,74.763
34,75.933
35,77.308
36,78.415
37,79.235
38,80.348
39,81.381
40,82.594
41,84.155
42,85.674
43,87.189
44,88.216
45,89.562
46,90.804
47,91.968
48,93.373
49,94.71
50,96.312
51,97.609
52,98.888
53,100.073
54,101.376
55,103.097
56,104.315
57,106.149
58,107.495
59,109.251
60,109.187
61,110.794
62,112.256
63,114.312
64,116.095
65,117.726
66,119.336
67,119.722
68,120.652
69,122.288
70,123.862
71,125.139
72,126.412
73,127.603
74,128.683
75,129.784
76,130.903
77,131.993
78,133.055
79,134.096
80,135.114
81,136.109
82,137.094
83,138.068
84,139.029
85,139.978
86,140.912
87,141.835
88,142.752
89,143.661
90,144.563
91,145.459
92,146.349
93,147.234
94,148.113
95,148.989
96,149.862
97,150.732
98,151.598
99,152.462
100,153.322
101,154.184
