age,weight
1,33.5
2,34.271
3,34.989
4,35.483
5,36.284
6,37.116
7,38.099
8,38.9
9,40.092
10,40.965
11,42.177
12,43.341
13,44.434
14,45.646
15,46.781
16,47.781
17,48.884
18,49.947
19,50.889
20,51.848
21,52.895
22,53.865
23,54.86
24,55.75
25,56.699
26,57.6
27,58.534
28,59.555
29,60.509
30,61.438
31,62.569
32,63.607
33,64.666
34,65.667
35,66.906
36,68.037
37,68.694
38,69.458
39,70.748
40,71.73
41,72.818
42,74.04
43,75.233
44,76.601
45,77.874
46,79.055
47,80.327
48,81.498
49,82.688
50,83.739
51,84.938
52,85.944
53,86.903
54,87.993
55,88.965
56,89.895
57,90.837
58,91.512
59,92.251
60,92.91
61,93.927
62,94.747
63,95.667
64,96.753
65,97.559
66,98.218
67,98.68
68,99.951
69,100.691
70,101.666
71,102.602
72,103.538
73,104.481
74,105.425
75,106.432
76,107.398
77,108.402
78,109.4
79,110.409
80,111.424
81,112.441
82,113.468
83,114.5
84,115.54
85,116.584
86,117.633
87,118.684
88,119.739
89,120.797
90,121.857
91,122.917
92,123.983
93,125.051
94,126.121
95,127.19
96,128.261
97,129.333
98,130.405
99,131.479
100,132.552
101,133.629
