age,weight
1,27.0
2,27.906
3,28.707
4,29.556
5,30.607
6,31.578
7,32.642
8,33.692
9,34.897
10,35.799
11,36.766
12,37.828
13,38.748
14,39.837
15,41.043
16,41.988
17,43.126
18,44.196
19,45.358
20,46.687
21,48.014
22,49.192
23,50.316
24,51.581
25,52.733
26,54.035
27,55.349
28,56.654
29,57.769
30,59.275
31,60.523
32,61.947
33,63.118
34,64.417
35,65.386
36,66.406
37,67.447
38,68.577
39,69.669
40,70.538
41,72.011
42,73.346
43,74.614
44,75.709
45,77.074
46,78.392
47,79.574
48,80.801
49,82.116
50,83.38
51,84.453
52,86.079
53,87.649
54,89.249
55,90.97
56,91.976
57,93.433
58,95.014
59,96.469
60,97.702
61,99.242
62,100.879
63,101.904
64,103.404
65,104.81
66,105.927
67,107.327
68,108.809
69,110.267
70,110.977
71,112.963
72,114.06
73,115.126
74,115.806
75,117.185
76,118.668
77,119.801
78,121.073
79,122.2
80,123.328
81,124.409
82,125.528
83,126.638
84,127.714
85,128.793
86,129.848
87,130.898
88,131.939
89,132.973
90,134.001
91,135.02
92,136.036
93,137.046
94,138.05
95,139.047
96,140.043
97,141.038
98,142.031
99,143.018
100,144.003
101,144.986
