age,weight
1,39.25
2,39.764
3,40.411
4,41.312
5,42.128
6,43.081
7,44.05
8,44.588
9,45.538
10,46.541
11,47.51
12,48.679
13,49.854
14,50.546
15,51.594
16,52.428
17,53.362
18,54.229
19,55.127
20,56.102
21,56.9
22,57.575
23,58.685
24,59.561
25,60.615
26,61.46
27,62.661
28,63.367
29,64.209
30,65.134
31,66.36
32,67.382
33,68.339
34,69.019
35,70.295
36,71.346
37,72.609
38,73.865
39,74.992
40,75.744
41,76.822
42,77.878
43,78.917
44,80.025
45,81.168
46,82.314
47,82.724
48,84.347
49,85.438
50,86.394
51,87.477
52,88.708
53,90.103
54,90.794
55,91.717
56,92.666
57,93.706
58,95.041
59,96.128
60,96.606
61,97.848
62,99.352
63,100.635
64,101.424
65,102.909
66,104.084
67,104.565
68,105.969
69,107.527
70,108.491
71,109.671
72,110.801
73,111.899
74,112.958
75,114.076
76,115.192
77,116.264
78,117.351
79,118.423
80,119.49
81,120.55
82,121.61
83,122.665
84,123.714
85,124.761
86,125.803
87,126.842
88,127.881
89,128.915
90,129.947
91,130.976
92,132.003
93,133.029
94,134.054
95,135.078
96,136.1
97,137.121
98,138.141
99,139.16
100,140.178
101,141.196
