age,weight
1,38.0
2,38.71
3,39.432
4,40.546
5,41.546
6,42.461
7,43.394
8,44.404
9,45.406
10,46.393
11,47.431
12,48.502
13,49.288
14,50.199
15,51.431
16,52.447
17,53.267
18,54.355
19,55.279
20,56.252
21,57.158
22,58.116
23,59.074
24,60.142
25,61.051
26,61.853
27,62.693
28,63.608
29,64.332
30,65.28
31,66.149
32,67.015
33,67.878
34,68.895
35,69.657
36,70.335
37,71.187
38,72.075
39,73.117
40,74.102
41,75.107
42,75.932
43,76.936
44,77.939
45,78.922
46,79.819
47,80.647
48,81.374
49,82.444
50,83.45
51,84.265
52,84.904
53,85.687
54,86.892
55,87.748
56,88.444
57,89.272
58,90.065
59,91.0
60,91.959
61,92.79
62,93.481
63,94.436
64,95.356
65,96.027
66,96.721
67,97.548
68,98.291
69,99.507
70,100.447
71,101.454
72,102.423
73,103.399
74,104.401
75,105.404
76,106.447
77,107.47
78,108.512
79,109.553
80,110.604
81,111.661
82,112.722
83,113.791
84,114.859
85,115.933
86,117.01
87,118.09
88,119.172
89,120.255
90,121.343
91,122.433
92,123.526
93,124.616
94,125.707
95,126.802
96,127.898
97,128.993
98,130.089
99,131.187
100,132.285
101,133.383
