age,weight
1,33.5
2,34.298
3,34.874
4,35.444
5,36.26
6,37.09
7,38.051
8,39.082
9,40.039
10,40.918
11,41.789
12,42.659
13,43.577
14,44.56
15,45.402
16,46.291
17,47.265
18,48.31
19,49.326
20,50.114
21,50.933
22,51.868
23,52.962
24,53.736
25,54.803
26,55.833
27,56.73
28,57.761
29,58.815
30,59.841
31,60.824
32,61.775
33,62.786
34,63.785
35,64.973
36,65.978
37,66.851
38,67.897
39,68.974
40,69.887
41,70.852
42,72.044
43,73.243
44,74.214
45,75.135
46,76.218
47,76.88
48,77.668
49,78.845
50,80.07
51,81.474
52,82.501
53,83.61
54,84.596
55,85.469
56,86.244
57,87.25
58,87.813
59,88.559
60,89.254
61,90.159
62,91.276
63,92.287
64,93.119
65,93.691
66,94.203
67,94.749
68,95.293
69,95.821
70,96.559
71,97.304
72,98.086
73,98.886
74,99.716
75,100.571
76,101.45
77,102.361
78,103.288
79,104.233
80,105.2
81,106.183
82,107.18
83,108.188
84,109.212
85,110.247
86,111.29
87,112.342
88,113.402
89,114.474
90,115.551
91,116.634
92,117.722
93,118.817
94,119.917
95,121.016
96,122.119
97,123.231
98,124.341
99,125.453
100,126.568
101,127.683
