age,weight
1,36.0
2,36.777
3,37.657
4,38.509
5,39.349
6,40.393
7,41.12
8,42.181
9,43.161
10,44.39
11,45.548
12,46.512
13,47.519
14,48.427
15,49.417
16,50.478
17,51.407
18,52.598
19,53.583
20,54.795
21,55.645
22,56.817
23,57.784
24,58.705
25,59.989
26,61.362
27,62.544
28,63.47
29,64.26
30,65.718
31,66.645
32,67.942
33,69.083
34,70.098
35,71.111
36,72.209
37,73.353
38,74.374
39,75.157
40,76.167
41,76.936
42,77.924
43,78.714
44,79.6
45,80.421
46,81.053
47,81.862
48,82.909
49,83.878
50,84.444
51,85.435
52,86.184
53,87.405
54,88.535
55,89.361
56,90.526
57,91.868
58,92.942
59,93.8
60,95.071
61,95.755
62,96.783
63,97.492
64,98.468
65,99.62
66,100.875
67,101.659
68,102.763
69,103.509
70,104.753
71,105.754
72,106.823
73,107.884
74,108.907
75,109.959
76,110.975
77,112.034
78,113.071
79,114.118
80,115.163
81,116.205
82,117.25
83,118.293
84,119.34
85,120.384
86,121.429
87,122.474
88,123.518
89,124.563
90,125.608
91,126.654
92,127.7
93,128.745
94,129.793
95,130.837
96,131.884
97,132.931
98,133.978
99,135.026
100,136.075
101,137.124
