age,weight
1,34.5
2,35.393
3,35.755
4,36.264
5,37.221
6,38.126
7,38.917
8,39.991
9,41.087
10,42.095
11,43.164
12,44.215
13,45.033
14,45.504
15,46.119
16,46.548
17,47.449
18,48.282
19,49.108
20,50.039
21,51.108
22,52.222
23,53.354
24,54.4
25,55.537
26,56.67
27,57.656
28,58.647
29,59.623
30,60.798
31,61.961
32,62.996
33,64.119
34,65.382
35,66.338
36,67.47
37,68.488
38,69.457
39,70.47
40,71.575
41,72.524
42,73.649
43,74.789
44,75.773
45,76.934
46,78.075
47,79.134
48,79.971
49,81.063
50,82.168
51,83.097
52,84.049
53,85.23
54,86.198
55,87.167
56,88.181
57,89.08
58,89.581
59,90.412
60,91.278
61,92.379
62,93.426
63,94.225
64,95.264
65,95.849
66,96.654
67,97.215
68,98.095
69,98.949
70,99.825
71,100.746
72,101.642
73,102.576
74,103.5
75,104.463
76,105.433
77,106.418
78,107.417
79,108.422
80,109.439
81,110.461
82,111.493
83,112.535
84,113.582
85,114.637
86,115.698
87,116.76
88,117.829
89,118.898
90,119.973
91,121.051
92,122.133
93,123.219
94,124.305
95,125.394
96,126.484
97,127.575
98,128.668
99,129.762
100,130.857
101,131.954
