age,dfi
1,0.796
2,0.73
3,1.311
4,1.014
5,1.06
6,0.713
7,1.362
8,1.247
9,1.353
10,1.389
11,1.468
12,1.62
13,1.556
14,1.544
15,1.703
16,1.707
17,1.665
18,1.722
19,1.704
20,1.795
21,1.882
22,1.85
23,1.839
24,1.767
25,1.814
26,1.875
27,1.793
28,1.866
29,1.821
30,1.825
31,1.824
32,1.707
33,1.822
34,1.943
35,1.848
36,2.006
37,2.086
38,1.942
39,1.962
40,2.088
41,2.13
42,2.23
43,2.281
44,2.276
45,2.225
46,2.16
47,2.257
48,2.417
49,2.569
50,2.525
51,2.516
52,2.613
53,2.541
54,2.541
55,2.698
56,2.517
57,2.501
58,2.583
59,2.553
60,2.618
61,2.719
62,2.681
63,2.51
64,2.551
65,2.593
66,2.596
67,2.789
68,2.673
69,2.725
70,2.951
71,2.888
72,2.883
73,2.867
74,2.958
75,3.041
76,3.046
77,3.035
78,3.03
79,2.991
80,2.957
81,2.999
82,3.03
83,3.035
84,3.09
85,3.08
86,3.119
87,3.135
88,3.159
89,3.18
90,3.199
91,3.222
92,3.24
93,3.261
94,3.281
95,3.301
96,3.32
97,3.34
98,3.359
99,3.378
100,3.397
101,3.416
