age,dfi
1,1.505
2,1.255
3,1.566
4,1.351
5,1.89
6,1.872
7,1.662
8,1.759
9,1.746
10,1.771
11,1.738
12,1.79
13,1.802
14,1.822
15,1.823
16,1.769
17,1.8
18,1.836
19,1.834
20,1.84
21,1.86
22,1.872
23,1.875
24,1.974
25,2.094
26,2.065
27,2.01
28,1.958
29,1.984
30,2.104
31,2.149
32,2.205
33,2.253
34,2.16
35,2.198
36,2.279
37,2.238
38,2.26
39,2.309
40,2.304
41,2.389
42,2.326
43,2.322
44,2.241
45,2.237
46,2.268
47,2.286
48,2.284
49,2.418
50,2.504
51,2.565
52,2.492
53,2.539
54,2.554
55,2.495
56,2.515
57,2.612
58,2.75
59,2.747
60,2.669
61,2.686
62,2.722
63,2.638
64,2.544
65,2.321
66,2.264
67,2.508
68,2.619
69,2.621
70,2.992
71,3.112
72,3.122
73,3.118
74,3.046
75,3.219
76,3.168
77,3.04
78,3.136
79,3.122
80,3.169
81,3.196
82,3.142
83,3.191
84,3.167
85,3.198
86,3.196
87,3.209
88,3.222
89,3.232
90,3.248
91,3.26
92,3.276
93,3.29
94,3.306
95,3.322
96,3.338
97,3.355
98,3.371
99,3.388
100,3.405
101,3.423
