age,dfi
1,1.136
2,0.855
3,0.591
4,1.071
5,1.201
6,0.823
7,1.338
8,1.25
9,1.369
10,1.372
11,1.465
12,1.539
13,1.457
14,1.501
15,1.573
16,1.68
17,1.738
18,1.704
19,1.683
20,1.698
21,1.756
22,1.851
23,1.888
24,1.933
25,1.86
26,1.921
27,1.952
28,1.871
29,1.936
30,1.997
31,1.953
32,1.965
33,1.952
34,2.0
35,2.082
36,2.087
37,2.067
38,2.028
39,2.065
40,2.223
41,2.187
42,2.108
43,2.185
44,2.312
45,2.273
46,2.329
47,2.388
48,2.469
49,2.463
50,2.37
51,2.49
52,2.622
53,2.592
54,2.561
55,2.478
56,2.599
57,2.693
58,2.601
59,2.52
60,2.543
61,2.603
62,2.616
63,2.607
64,2.659
65,2.72
66,2.656
67,2.443
68,2.357
69,2.414
70,2.578
71,2.665
72,2.637
73,2.684
74,2.706
75,2.763
76,2.804
77,2.829
78,2.863
79,2.888
80,2.917
81,2.944
82,2.971
83,2.997
84,3.021
85,3.046
86,3.069
87,3.092
88,3.114
89,3.136
90,3.158
91,3.179
92,3.2
93,3.22
94,3.241
95,3.261
96,3.281
97,3.3
98,3.32
99,3.339
100,3.358
101,3.377
