age,dfi
1,1.671
2,1.488
3,2.001
4,1.539
5,1.656
6,1.722
7,1.055
8,1.552
9,1.524
10,1.546
11,1.613
12,1.548
13,1.671
14,1.801
15,1.905
16,1.874
17,1.969
18,1.978
19,2.042
20,1.992
21,1.943
22,2.08
23,2.202
24,2.295
25,2.273
26,2.159
27,2.222
28,2.359
29,2.454
30,2.484
31,2.371
32,2.312
33,2.324
34,2.265
35,2.239
36,2.148
37,2.116
38,2.212
39,2.265
40,2.167
41,2.131
42,2.136
43,2.154
44,2.38
45,2.39
46,2.496
47,1.974
48,1.838
49,2.099
50,2.244
51,2.41
52,2.432
53,2.366
54,2.688
55,2.684
56,2.598
57,2.684
58,2.649
59,2.562
60,2.759
61,2.915
62,2.815
63,2.923
64,3.002
65,2.882
66,2.97
67,3.097
68,3.175
69,3.229
70,3.121
71,2.971
72,2.951
73,2.972
74,2.991
75,3.004
76,3.012
77,3.017
78,3.035
79,3.048
80,3.064
81,3.08
82,3.097
83,3.114
84,3.131
85,3.149
86,3.167
87,3.185
88,3.204
89,3.222
90,3.241
91,3.26
92,3.279
93,3.298
94,3.317
95,3.336
96,3.355
97,3.374
98,3.393
99,3.413
100,3.432
101,3.451
