age,dfi
1,1.281
2,1.547
3,0.558
4,0.83
5,1.675
6,1.591
7,1.387
8,1.527
9,1.633
10,1.761
11,1.822
12,1.879
13,1.921
14,1.843
15,1.634
16,1.477
17,1.383
18,1.451
19,1.61
20,1.647
21,1.682
22,1.839
23,1.948
24,2.075
25,2.095
26,2.124
27,2.186
28,2.173
29,2.124
30,2.113
31,2.174
32,2.279
33,2.281
34,2.27
35,2.372
36,2.356
37,2.329
38,2.346
39,2.296
40,2.282
41,2.353
42,2.328
43,2.364
44,2.442
45,2.435
46,2.452
47,2.54
48,2.53
49,2.441
50,2.433
51,2.514
52,2.513
53,2.454
54,2.539
55,2.565
56,2.533
57,2.543
58,2.521
59,2.329
60,2.259
61,2.337
62,2.473
63,2.593
64,2.551
65,2.515
66,2.476
67,2.37
68,2.328
69,2.344
70,2.418
71,2.503
72,2.515
73,2.595
74,2.615
75,2.684
76,2.72
77,2.763
78,2.802
79,2.837
80,2.873
81,2.904
82,2.936
83,2.966
84,2.995
85,3.022
86,3.049
87,3.075
88,3.1
89,3.124
90,3.147
91,3.17
92,3.193
93,3.215
94,3.236
95,3.257
96,3.278
97,3.299
98,3.319
99,3.339
100,3.359
101,3.378
