age,dfi
1,0.041
2,0.0
3,0.988
4,0.741
5,1.295
6,1.249
7,1.206
8,1.352
9,1.456
10,1.525
11,1.584
12,1.752
13,1.811
14,1.771
15,1.839
16,1.902
17,1.893
18,1.764
19,1.81
20,1.845
21,1.853
22,1.939
23,1.975
24,1.991
25,2.02
26,2.087
27,2.131
28,2.142
29,2.132
30,2.241
31,2.222
32,2.295
33,2.441
34,2.463
35,2.393
36,2.42
37,2.347
38,2.482
39,2.648
40,2.494
41,2.349
42,2.567
43,2.72
44,2.606
45,2.427
46,2.364
47,2.457
48,2.47
49,2.502
50,2.509
51,2.547
52,2.59
53,2.712
54,2.772
55,2.9
56,2.897
57,2.884
58,2.884
59,2.871
60,2.726
61,2.599
62,2.611
63,2.637
64,2.461
65,2.48
66,2.749
67,2.958
68,2.952
69,2.951
70,2.744
71,2.741
72,2.837
73,2.881
74,2.876
75,2.937
76,2.916
77,2.969
78,2.98
79,3.005
80,3.028
81,3.048
82,3.071
83,3.09
84,3.112
85,3.132
86,3.152
87,3.172
88,3.192
89,3.212
90,3.231
91,3.251
92,3.271
93,3.29
94,3.31
95,3.329
96,3.349
97,3.368
98,3.387
99,3.407
100,3.426
101,3.445
