age,dfi
1,1.398
2,1.794
3,1.363
4,1.764
5,1.583
6,1.494
7,1.874
8,1.678
9,1.812
10,1.875
11,1.83
12,1.715
13,1.736
14,1.791
15,1.772
16,1.724
17,1.792
18,2.005
19,2.073
20,2.002
21,1.952
22,1.908
23,2.054
24,2.181
25,2.117
26,2.144
27,2.181
28,2.204
29,2.06
30,2.051
31,2.35
32,2.485
33,2.38
34,2.115
35,2.217
36,2.538
37,2.562
38,2.61
39,2.806
40,2.94
41,2.975
42,2.822
43,2.788
44,2.89
45,2.884
46,3.012
47,2.907
48,2.677
49,2.75
50,2.723
51,2.815
52,2.813
53,2.798
54,2.836
55,2.835
56,2.913
57,3.041
58,2.987
59,2.996
60,2.952
61,2.958
62,2.952
63,3.184
64,3.278
65,3.391
66,3.327
67,3.397
68,3.49
69,3.367
70,3.516
71,3.457
72,3.248
73,3.238
74,3.197
75,3.147
76,3.166
77,3.124
78,3.13
79,3.123
80,3.127
81,3.132
82,3.14
83,3.151
84,3.162
85,3.176
86,3.19
87,3.206
88,3.222
89,3.239
90,3.256
91,3.274
92,3.292
93,3.311
94,3.329
95,3.348
96,3.367
97,3.386
98,3.405
99,3.424
100,3.443
101,3.463
