age,dfi
1,0.683
2,1.383
3,1.193
4,1.293
5,1.688
6,1.551
7,1.742
8,1.609
9,1.707
10,1.796
11,1.778
12,1.717
13,1.752
14,1.765
15,1.776
16,1.925
17,1.894
18,1.887
19,1.957
20,1.988
21,2.124
22,2.264
23,2.235
24,2.194
25,2.222
26,2.257
27,2.306
28,2.393
29,2.43
30,2.372
31,2.476
32,2.551
33,2.584
34,2.565
35,2.545
36,2.431
37,2.348
38,2.305
39,2.372
40,2.379
41,2.315
42,2.432
43,2.675
44,2.694
45,2.626
46,2.68
47,2.76
48,2.79
49,2.744
50,2.805
51,2.831
52,2.783
53,2.924
54,3.164
55,3.265
56,3.387
57,3.221
58,3.068
59,3.306
60,3.372
61,3.253
62,3.308
63,3.424
64,3.326
65,3.263
66,3.392
67,3.276
68,3.271
69,3.446
70,3.471
71,3.239
72,3.401
73,3.562
74,3.316
75,3.051
76,3.152
77,3.375
78,3.527
79,3.367
80,3.375
81,3.308
82,3.339
83,3.338
84,3.307
85,3.312
86,3.299
87,3.3
88,3.297
89,3.3
90,3.304
91,3.308
92,3.315
93,3.321
94,3.33
95,3.339
96,3.349
97,3.36
98,3.372
99,3.384
100,3.397
101,3.41
