age,dfi
1,1.357
2,0.927
3,1.468
4,1.146
5,1.52
6,1.812
7,1.78
8,1.699
9,1.618
10,1.686
11,1.83
12,1.701
13,1.609
14,1.695
15,1.656
16,1.731
17,1.754
18,1.704
19,1.665
20,1.563
21,1.67
22,1.832
23,1.775
24,1.763
25,1.855
26,1.921
27,1.942
28,1.978
29,1.988
30,2.0
31,1.975
32,2.024
33,2.242
34,2.333
35,2.278
36,2.272
37,2.301
38,2.402
39,2.479
40,2.368
41,2.4
42,2.459
43,2.334
44,2.341
45,2.549
46,2.525
47,2.495
48,2.53
49,2.446
50,2.427
51,2.577
52,2.604
53,2.662
54,2.556
55,2.585
56,2.683
57,2.638
58,2.571
59,2.479
60,2.3
61,2.281
62,2.401
63,2.483
64,2.499
65,2.555
66,2.555
67,2.478
68,2.099
69,2.097
70,2.285
71,2.28
72,2.406
73,2.414
74,2.468
75,2.561
76,2.594
77,2.659
78,2.7
79,2.749
80,2.788
81,2.828
82,2.867
83,2.901
84,2.936
85,2.968
86,2.999
87,3.029
88,3.057
89,3.085
90,3.111
91,3.137
92,3.162
93,3.186
94,3.21
95,3.233
96,3.255
97,3.277
98,3.299
99,3.32
100,3.341
101,3.361
