age,dfi
1,1.445
2,1.212
3,0.771
4,1.403
5,1.555
6,1.488
7,2.002
8,1.673
9,1.695
10,1.612
11,1.65
12,1.663
13,1.73
14,1.836
15,1.87
16,1.978
17,1.962
18,1.831
19,1.733
20,1.718
21,1.825
22,1.94
23,1.874
24,1.904
25,1.903
26,1.89
27,1.987
28,1.959
29,1.887
30,1.99
31,1.985
32,2.077
33,2.071
34,2.03
35,2.135
36,2.141
37,2.175
38,2.311
39,2.179
40,2.063
41,2.031
42,2.206
43,2.408
44,2.274
45,2.235
46,2.359
47,2.317
48,2.397
49,2.479
50,2.501
51,2.511
52,2.605
53,2.667
54,2.695
55,2.645
56,2.62
57,2.758
58,2.794
59,2.857
60,2.867
61,2.866
62,2.83
63,2.736
64,2.784
65,2.887
66,2.803
67,2.912
68,2.796
69,2.759
70,2.928
71,2.927
72,2.956
73,2.987
74,2.913
75,2.939
76,3.229
77,3.468
78,3.466
79,3.357
80,3.368
81,3.289
82,3.349
83,3.314
84,3.301
85,3.296
86,3.287
87,3.289
88,3.285
89,3.292
90,3.295
91,3.301
92,3.309
93,3.317
94,3.327
95,3.337
96,3.349
97,3.361
98,3.374
99,3.388
100,3.402
101,3.416
