age,dfi
1,0.798
2,0.7
3,1.295
4,0.922
5,1.391
6,1.288
7,1.61
8,1.522
9,1.6
10,1.657
11,1.591
12,1.52
13,1.496
14,1.62
15,1.679
16,1.697
17,1.754
18,1.737
19,1.677
20,1.706
21,1.755
22,1.835
23,1.906
24,1.872
25,1.861
26,1.837
27,1.923
28,1.917
29,1.963
30,1.97
31,2.023
32,2.023
33,2.115
34,2.102
35,2.076
36,2.086
37,2.104
38,2.147
39,2.16
40,2.125
41,2.066
42,2.097
43,2.196
44,2.281
45,2.322
46,2.287
47,2.0
48,1.973
49,2.096
50,2.287
51,2.423
52,2.467
53,2.53
54,2.829
55,2.639
56,2.493
57,2.404
58,2.503
59,2.629
60,2.64
61,2.667
62,2.845
63,2.79
64,2.859
65,2.731
66,2.601
67,2.734
68,2.7
69,2.649
70,2.846
71,2.903
72,2.915
73,2.95
74,2.929
75,2.949
76,2.978
77,2.991
78,3.009
79,3.027
80,3.046
81,3.063
82,3.082
83,3.101
84,3.12
85,3.139
86,3.158
87,3.177
88,3.196
89,3.215
90,3.234
91,3.253
92,3.272
93,3.292
94,3.311
95,3.33
96,3.35
97,3.369
98,3.388
99,3.408
100,3.427
101,3.446
