age,dfi
1,1.218
2,1.084
3,1.067
4,1.098
5,1.185
6,1.261
7,1.247
8,1.404
9,1.387
10,1.366
11,1.3
12,1.398
13,1.478
14,1.476
15,1.476
16,1.521
17,1.553
18,1.6
19,1.61
20,1.592
21,1.605
22,1.662
23,1.716
24,1.775
25,1.834
26,1.937
27,2.032
28,2.046
29,2.093
30,2.097
31,1.692
32,1.269
33,1.064
34,1.082
35,1.439
36,1.871
37,2.063
38,2.106
39,2.107
40,2.144
41,2.231
42,2.178
43,2.144
44,2.204
45,2.155
46,2.227
47,2.219
48,2.129
49,2.212
50,2.331
51,2.304
52,2.34
53,2.437
54,2.449
55,2.478
56,2.504
57,2.603
58,2.686
59,2.696
60,2.784
61,2.826
62,2.853
63,2.847
64,2.864
65,2.88
66,2.962
67,3.048
68,3.214
69,3.224
70,3.193
71,3.017
72,2.954
73,2.978
74,3.005
75,3.006
76,3.027
77,3.017
78,3.041
79,3.05
80,3.065
81,3.081
82,3.096
83,3.113
84,3.129
85,3.147
86,3.164
87,3.182
88,3.2
89,3.218
90,3.236
91,3.255
92,3.273
93,3.292
94,3.311
95,3.33
96,3.349
97,3.368
98,3.387
99,3.406
100,3.425
101,3.444
