age,dfi
1,1.159
2,1.387
3,1.265
4,1.788
5,1.931
6,1.305
7,1.486
8,1.564
9,1.641
10,1.708
11,1.771
12,1.798
13,1.785
14,1.906
15,1.966
16,2.003
17,2.059
18,2.043
19,2.063
20,2.021
21,1.955
22,2.051
23,2.045
24,2.094
25,2.197
26,2.158
27,2.152
28,2.27
29,2.358
30,2.351
31,2.359
32,2.383
33,2.36
34,2.364
35,2.26
36,2.315
37,2.42
38,2.293
39,2.286
40,2.404
41,2.381
42,2.321
43,2.265
44,2.352
45,2.312
46,2.293
47,2.493
48,2.502
49,2.402
50,2.557
51,2.619
52,2.641
53,2.669
54,2.479
55,2.393
56,2.651
57,2.854
58,2.917
59,2.842
60,2.76
61,2.874
62,2.915
63,2.897
64,2.766
65,2.729
66,2.626
67,2.301
68,2.324
69,2.497
70,2.66
71,2.722
72,2.752
73,2.689
74,2.832
75,2.805
76,2.888
77,2.886
78,2.915
79,2.941
80,2.959
81,2.99
82,3.009
83,3.035
84,3.056
85,3.078
86,3.099
87,3.12
88,3.141
89,3.161
90,3.181
91,3.201
92,3.221
93,3.24
94,3.259
95,3.278
96,3.297
97,3.316
98,3.335
99,3.354
100,3.372
101,3.391
