age,dfi
1,1.175
2,1.272
3,1.31
4,1.657
5,1.389
6,1.753
7,1.596
8,1.643
9,1.675
10,1.686
11,1.737
12,1.754
13,1.895
14,1.999
15,2.007
16,1.924
17,1.905
18,1.993
19,2.039
20,2.058
21,2.115
22,2.109
23,2.054
24,1.841
25,1.874
26,2.155
27,2.275
28,2.305
29,2.214
30,2.123
31,2.199
32,2.204
33,2.227
34,2.151
35,2.171
36,2.267
37,2.271
38,2.226
39,2.143
40,2.195
41,2.323
42,2.247
43,2.27
44,2.277
45,2.289
46,2.303
47,2.142
48,2.092
49,2.189
50,1.915
51,1.716
52,1.671
53,1.884
54,2.171
55,2.286
56,2.23
57,2.222
58,2.299
59,2.303
60,2.294
61,2.376
62,2.407
63,2.534
64,2.565
65,2.442
66,2.668
67,2.584
68,2.45
69,2.365
70,2.384
71,2.626
72,2.716
73,2.538
74,2.83
75,2.747
76,2.686
77,2.891
78,2.937
79,2.927
80,2.994
81,2.959
82,3.018
83,3.039
84,3.054
85,3.078
86,3.095
87,3.118
88,3.135
89,3.157
90,3.176
91,3.196
92,3.215
93,3.234
94,3.253
95,3.272
96,3.291
97,3.31
98,3.329
99,3.347
100,3.366
101,3.384
