age,dfi
1,1.274
2,1.113
3,0.324
4,1.349
5,1.084
6,1.611
7,1.77
8,1.562
9,1.642
10,1.671
11,1.794
12,1.65
13,1.527
14,1.583
15,1.725
16,1.84
17,1.941
18,1.963
19,1.941
20,1.891
21,1.948
22,2.001
23,1.961
24,1.943
25,1.953
26,1.956
27,2.062
28,2.004
29,1.973
30,1.923
31,2.017
32,2.132
33,2.123
34,2.175
35,2.281
36,2.247
37,2.174
38,2.255
39,2.33
40,2.43
41,2.475
42,2.556
43,2.622
44,2.52
45,2.438
46,2.58
47,2.674
48,2.624
49,2.664
50,2.749
51,2.807
52,2.888
53,2.805
54,2.82
55,2.966
56,2.899
57,2.717
58,2.779
59,2.891
60,2.868
61,2.73
62,2.755
63,2.826
64,2.893
65,2.965
66,2.965
67,2.724
68,2.465
69,2.428
70,2.545
71,2.626
72,2.625
73,2.646
74,2.653
75,2.735
76,2.754
77,2.803
78,2.838
79,2.868
80,2.899
81,2.926
82,2.957
83,2.983
84,3.011
85,3.037
86,3.062
87,3.086
88,3.11
89,3.133
90,3.155
91,3.178
92,3.199
93,3.221
94,3.242
95,3.262
96,3.283
97,3.303
98,3.323
99,3.342
100,3.362
101,3.381
