age,dfi
1,1.338
2,1.599
3,2.131
4,1.635
5,1.66
6,1.858
7,1.904
8,1.814
9,1.879
10,1.98
11,2.009
12,2.009
13,2.015
14,1.992
15,2.055
16,2.18
17,2.18
18,2.167
19,2.22
20,2.279
21,2.323
22,2.305
23,2.41
24,2.434
25,2.429
26,2.329
27,2.351
28,2.446
29,2.369
30,2.018
31,1.824
32,2.055
33,2.176
34,2.173
35,2.216
36,2.235
37,2.416
38,2.344
39,2.341
40,2.51
41,2.574
42,2.627
43,2.714
44,2.601
45,2.696
46,2.84
47,2.775
48,2.836
49,2.82
50,2.858
51,2.816
52,2.646
53,2.653
54,2.66
55,2.83
56,2.899
57,2.913
58,3.149
59,3.206
60,3.367
61,3.278
62,3.31
63,3.309
64,3.182
65,3.16
66,3.039
67,2.744
68,2.7
69,2.836
70,3.079
71,2.928
72,2.941
73,2.905
74,2.943
75,3.038
76,2.982
77,3.032
78,3.026
79,3.042
80,3.052
81,3.068
82,3.088
83,3.098
84,3.117
85,3.13
86,3.146
87,3.161
88,3.177
89,3.193
90,3.209
91,3.225
92,3.241
93,3.257
94,3.274
95,3.29
96,3.307
97,3.323
98,3.34
99,3.356
100,3.373
101,3.39
