age,dfi
1,1.787
2,1.31
3,1.366
4,1.479
5,1.402
6,1.281
7,1.482
8,1.525
9,1.486
10,1.447
11,1.583
12,1.669
13,1.743
14,1.821
15,1.902
16,1.951
17,1.986
18,2.052
19,2.03
20,2.059
21,2.149
22,2.143
23,2.11
24,2.204
25,2.227
26,2.288
27,2.298
28,2.238
29,2.233
30,2.361
31,2.204
32,1.569
33,1.51
34,1.413
35,1.718
36,2.179
37,2.272
38,2.314
39,2.432
40,2.213
41,2.349
42,2.21
43,2.189
44,2.342
45,2.464
46,2.486
47,2.495
48,2.485
49,2.65
50,2.752
51,2.749
52,2.767
53,2.677
54,2.62
55,2.518
56,2.71
57,2.941
58,2.731
59,2.579
60,2.482
61,2.427
62,2.551
63,2.529
64,2.488
65,2.63
66,2.857
67,2.91
68,3.013
69,3.05
70,2.989
71,2.784
72,2.77
73,2.804
74,2.865
75,2.886
76,2.938
77,2.937
78,2.976
79,2.997
80,3.021
81,3.045
82,3.066
83,3.089
84,3.109
85,3.13
86,3.151
87,3.171
88,3.191
89,3.211
90,3.231
91,3.25
92,3.27
93,3.289
94,3.309
95,3.328
96,3.348
97,3.367
98,3.386
99,3.406
100,3.425
101,3.444
