age,dfi
1,1.56
2,1.58
3,1.672
4,1.753
5,0.781
6,1.609
7,1.782
8,1.62
9,1.712
10,1.75
11,1.863
12,1.929
13,2.088
14,2.185
15,2.082
16,1.908
17,1.914
18,2.018
19,2.122
20,2.154
21,2.104
22,2.046
23,2.142
24,2.168
25,2.225
26,2.315
27,2.324
28,2.26
29,2.337
30,2.275
31,2.283
32,2.245
33,2.283
34,2.448
35,2.48
36,2.366
37,2.427
38,2.587
39,2.7
40,2.805
41,2.783
42,2.746
43,2.741
44,2.839
45,2.824
46,2.882
47,2.895
48,2.921
49,2.91
50,3.024
51,3.045
52,3.075
53,3.072
54,2.978
55,2.92
56,3.09
57,3.15
58,3.2
59,3.317
60,3.298
61,3.306
62,3.334
63,3.212
64,3.174
65,3.191
66,3.123
67,3.098
68,3.167
69,3.089
70,3.012
71,3.063
72,3.163
73,3.356
74,3.517
75,3.239
76,3.263
77,3.354
78,3.33
79,3.492
80,3.521
81,3.394
82,3.425
83,3.361
84,3.352
85,3.356
86,3.328
87,3.327
88,3.317
89,3.318
90,3.317
91,3.32
92,3.326
93,3.331
94,3.339
95,3.348
96,3.358
97,3.37
98,3.382
99,3.395
100,3.408
101,3.422
