age,dfi
1,1.034
2,1.161
3,0.943
4,1.48
5,1.147
6,1.912
7,1.238
8,1.568
9,1.526
10,1.497
11,1.54
12,1.459
13,1.509
14,1.658
15,1.719
16,1.668
17,1.797
18,1.906
19,1.843
20,1.919
21,1.882
22,1.831
23,1.765
24,1.772
25,1.944
26,1.989
27,2.018
28,2.089
29,2.132
30,2.224
31,2.231
32,2.137
33,2.127
34,2.151
35,2.093
36,2.076
37,2.37
38,2.27
39,2.264
40,2.463
41,2.423
42,2.451
43,2.498
44,2.35
45,2.625
46,2.762
47,2.214
48,1.989
49,1.984
50,2.257
51,2.451
52,2.392
53,2.321
54,2.499
55,2.717
56,2.848
57,2.732
58,2.611
59,2.62
60,2.771
61,2.8
62,2.623
63,2.368
64,2.453
65,2.811
66,2.876
67,2.76
68,2.738
69,2.724
70,2.635
71,2.792
72,2.883
73,2.884
74,2.92
75,2.934
76,2.935
77,2.985
78,2.993
79,3.018
80,3.037
81,3.058
82,3.078
83,3.097
84,3.118
85,3.137
86,3.157
87,3.176
88,3.196
89,3.215
90,3.235
91,3.254
92,3.274
93,3.293
94,3.312
95,3.332
96,3.351
97,3.37
98,3.389
99,3.409
100,3.428
101,3.447
