age,dfi
1,0.801
2,1.1
3,0.837
4,0.744
5,1.121
6,1.646
7,1.944
8,1.563
9,1.779
10,1.803
11,1.886
12,1.975
13,1.986
14,2.05
15,2.131
16,2.137
17,2.181
18,2.135
19,2.202
20,2.171
21,2.231
22,2.322
23,2.319
24,2.293
25,2.314
26,2.338
27,2.486
28,2.503
29,2.442
30,2.432
31,2.545
32,2.603
33,2.563
34,2.535
35,2.649
36,2.726
37,2.757
38,2.608
39,2.517
40,2.68
41,2.791
42,2.584
43,2.58
44,2.539
45,2.569
46,2.771
47,2.778
48,2.625
49,2.942
50,2.955
51,2.944
52,3.035
53,3.022
54,3.01
55,3.039
56,2.928
57,2.718
58,2.628
59,2.736
60,2.629
61,2.559
62,2.764
63,2.806
64,2.681
65,2.756
66,2.559
67,2.257
68,2.037
69,2.012
70,2.065
71,2.202
72,2.227
73,2.281
74,2.346
75,2.42
76,2.489
77,2.55
78,2.609
79,2.658
80,2.707
81,2.752
82,2.796
83,2.837
84,2.877
85,2.914
86,2.949
87,2.983
88,3.015
89,3.046
90,3.076
91,3.105
92,3.133
93,3.16
94,3.186
95,3.211
96,3.236
97,3.26
98,3.283
99,3.306
100,3.328
101,3.35
