age,dfi
1,1.223
2,1.002
3,0.863
4,1.164
5,1.149
6,1.595
7,1.424
8,1.507
9,1.527
10,1.608
11,1.679
12,1.738
13,1.803
14,1.747
15,1.735
16,1.725
17,1.696
18,1.759
19,1.811
20,1.909
21,1.938
22,1.976
23,2.03
24,2.042
25,2.043
26,2.074
27,2.113
28,2.131
29,2.084
30,2.102
31,2.139
32,2.187
33,2.262
34,2.256
35,2.267
36,2.356
37,2.336
38,2.283
39,2.273
40,2.332
41,2.394
42,2.302
43,2.272
44,2.335
45,2.382
46,2.423
47,2.454
48,2.633
49,2.784
50,2.681
51,2.652
52,2.681
53,2.616
54,2.778
55,2.894
56,2.757
57,2.814
58,2.768
59,2.667
60,2.65
61,2.613
62,2.59
63,2.619
64,2.64
65,2.704
66,2.576
67,2.448
68,2.375
69,2.389
70,2.402
71,2.426
72,2.495
73,2.534
74,2.592
75,2.64
76,2.679
77,2.733
78,2.771
79,2.811
80,2.847
81,2.882
82,2.915
83,2.946
84,2.977
85,3.006
86,3.034
87,3.061
88,3.087
89,3.112
90,3.136
91,3.16
92,3.183
93,3.205
94,3.227
95,3.249
96,3.27
97,3.291
98,3.311
99,3.332
100,3.351
101,3.371
