age,dfi
1,2.032
2,1.168
3,1.453
4,1.35
5,1.409
6,1.382
7,1.378
8,1.52
9,1.471
10,1.561
11,1.56
12,1.579
13,1.456
14,1.481
15,1.604
16,1.662
17,1.746
18,1.775
19,1.846
20,1.853
21,1.912
22,1.908
23,1.935
24,1.981
25,1.931
26,1.96
27,1.89
28,1.904
29,2.012
30,2.204
31,2.333
32,2.275
33,2.215
34,2.169
35,2.207
36,2.19
37,2.317
38,2.338
39,2.377
40,2.37
41,2.279
42,2.331
43,2.378
44,2.373
45,2.285
46,2.379
47,2.46
48,2.32
49,2.354
50,2.623
51,2.642
52,2.607
53,2.593
54,2.599
55,2.58
56,2.576
57,2.73
58,2.718
59,2.6
60,2.538
61,2.292
62,2.449
63,2.616
64,2.504
65,2.83
66,3.049
67,2.902
68,2.554
69,2.818
70,3.034
71,2.981
72,2.954
73,3.006
74,2.96
75,2.988
76,3.004
77,3.013
78,3.03
79,3.044
80,3.063
81,3.08
82,3.098
83,3.116
84,3.135
85,3.154
86,3.173
87,3.192
88,3.211
89,3.23
90,3.249
91,3.269
92,3.288
93,3.308
94,3.327
95,3.347
96,3.366
97,3.386
98,3.405
99,3.425
100,3.444
101,3.464
