age,dfi
1,1.607
2,1.308
3,1.336
4,2.07
5,1.877
6,1.732
7,1.778
8,1.779
9,1.808
10,1.868
11,1.933
12,1.944
13,1.988
14,1.935
15,1.867
16,2.006
17,2.113
18,2.011
19,2.004
20,2.031
21,2.032
22,2.06
23,2.032
24,2.039
25,2.128
26,2.123
27,2.047
28,1.991
29,2.029
30,2.006
31,2.015
32,2.059
33,2.049
34,2.058
35,2.131
36,2.112
37,2.021
38,2.002
39,2.087
40,2.187
41,2.283
42,2.279
43,2.242
44,2.262
45,2.343
46,2.389
47,2.359
48,2.307
49,2.215
50,2.297
51,2.431
52,2.391
53,2.239
54,2.177
55,2.357
56,2.508
57,2.35
58,2.268
59,2.286
60,2.358
61,2.486
62,2.442
63,2.339
64,2.374
65,2.475
66,2.433
67,2.327
68,2.338
69,2.361
70,2.539
71,2.682
72,2.647
73,2.682
74,2.726
75,2.747
76,2.829
77,2.828
78,2.87
79,2.892
80,2.92
81,2.947
82,2.972
83,3.001
84,3.023
85,3.048
86,3.071
87,3.094
88,3.116
89,3.138
90,3.16
91,3.181
92,3.202
93,3.223
94,3.243
95,3.263
96,3.283
97,3.303
98,3.322
99,3.342
100,3.361
101,3.38
