age,dfi
1,0.958
2,0.176
3,1.047
4,0.973
5,1.212
6,1.351
7,1.727
8,1.457
9,1.483
10,1.621
11,1.723
12,1.781
13,1.847
14,1.948
15,1.973
16,2.041
17,2.003
18,1.951
19,2.034
20,2.075
21,1.923
22,1.865
23,1.925
24,1.897
25,1.863
26,1.851
27,1.828
28,1.822
29,1.966
30,2.215
31,2.242
32,2.139
33,2.129
34,2.237
35,2.348
36,2.454
37,2.215
38,2.252
39,2.303
40,2.259
41,2.287
42,2.185
43,2.212
44,2.288
45,2.264
46,2.375
47,2.183
48,2.165
49,2.368
50,2.207
51,2.156
52,2.121
53,2.216
54,2.323
55,2.432
56,2.675
57,2.694
58,2.637
59,2.658
60,2.786
61,2.741
62,2.589
63,2.796
64,2.677
65,2.719
66,2.566
67,2.406
68,2.667
69,2.691
70,2.717
71,2.74
72,2.735
73,2.776
74,2.831
75,2.826
76,2.875
77,2.885
78,2.91
79,2.929
80,2.951
81,2.974
82,2.992
83,3.015
84,3.034
85,3.054
86,3.073
87,3.092
88,3.111
89,3.13
90,3.148
91,3.167
92,3.185
93,3.203
94,3.221
95,3.239
96,3.256
97,3.274
98,3.291
99,3.308
100,3.326
101,3.343
