age,dfi
1,1.138
2,1.531
3,1.58
4,1.143
5,1.496
6,1.292
7,2.093
8,1.63
9,1.645
10,1.583
11,1.755
12,1.879
13,1.834
14,1.934
15,2.007
16,2.069
17,2.19
18,2.357
19,2.376
20,2.377
21,2.412
22,2.32
23,2.176
24,2.084
25,2.096
26,2.121
27,2.092
28,2.066
29,2.048
30,2.05
31,2.082
32,2.096
33,2.125
34,2.033
35,2.023
36,2.137
37,2.208
38,2.408
39,2.53
40,2.527
41,2.53
42,2.556
43,2.598
44,2.592
45,2.547
46,2.658
47,2.655
48,2.71
49,2.881
50,3.025
51,3.008
52,2.974
53,2.965
54,2.917
55,3.009
56,3.123
57,3.137
58,3.176
59,2.978
60,2.863
61,3.078
62,3.098
63,3.219
64,3.192
65,2.911
66,3.049
67,3.084
68,2.872
69,3.027
70,3.005
71,2.897
72,3.056
73,3.133
74,3.035
75,2.998
76,3.139
77,3.114
78,3.21
79,3.315
80,3.202
81,3.211
82,3.23
83,3.18
84,3.232
85,3.202
86,3.222
87,3.223
88,3.233
89,3.244
90,3.253
91,3.268
92,3.28
93,3.295
94,3.309
95,3.325
96,3.34
97,3.356
98,3.373
99,3.39
100,3.407
101,3.424
