age,weight
1,36.0
2,36.625
3,37.5
4,38.125
5,38.75
6,40.25
7,40.75
8,41.094
9,42.125
10,43.125
11,43.875
12,45.243
13,46.812
14,48.375
15,49.312
16,49.625
17,49.875
18,49.438
19,49.875
20,50.75
21,51.5
22,52.0
23,52.875
24,53.812
25,55.125
26,55.75
27,57.0
28,57.75
29,59.062
30,60.25
31,60.5
32,60.312
33,61.5
34,63.0
35,64.375
36,65.75
37,66.875
38,67.375
39,68.25
40,69.75
41,70.5
42,72.25
43,73.5
44,74.625
45,76.0
46,76.688
47,77.625
48,78.125
49,79.77
50,80.812
51,81.125
52,82.531
53,83.461
54,84.25
55,84.75
56,85.25
57,85.75
58,86.125
59,86.625
60,88.0
61,88.986
62,89.25
63,89.25
64,91.375
65,91.875
66,94.188
67,95.75
68,95.5
69,96.886
70,97.571
71,95.602
72,97.156
73,98.354
74,100.062
75,99.584
76,102.0
77,103.696
78,103.953
79,105.389
80,108.635
81,110.508
82,113.736
83,115.125
84,115.125
85,115.125
86,115.125
87,114.529
88,114.414
89,113.812
90,113.812
91,113.812
92,113.812
93,124.922
94,128.625
95,128.625
96,128.625
97,128.625
98,128.625
99,128.625
100,128.625
101,128.625
