age,weight
1,37.0
2,37.625
3,38.938
4,39.782
5,41.125
6,41.75
7,42.812
8,43.562
9,44.312
10,45.455
11,46.75
12,47.781
13,48.438
14,48.938
15,50.125
16,51.438
17,52.657
18,53.5
19,54.657
20,55.875
21,56.688
22,56.883
23,57.141
24,57.25
25,57.625
26,58.875
27,59.0
28,59.83
29,60.375
30,60.773
31,62.718
32,64.328
33,65.75
34,66.125
35,67.062
36,68.938
37,70.141
38,70.972
39,71.91
40,72.016
41,73.156
42,73.781
43,74.578
44,75.679
45,76.312
46,76.906
47,77.031
48,77.672
49,77.984
50,80.25
51,80.031
52,81.219
53,82.719
54,83.375
55,84.125
56,85.219
57,85.875
58,87.391
59,87.875
60,88.438
61,90.266
62,90.766
63,92.0
64,93.125
65,94.5
66,96.0
67,97.875
68,99.703
69,102.312
70,103.125
71,104.18
72,104.0
73,105.375
74,105.446
75,104.5
76,106.375
77,107.48
78,107.695
79,107.463
80,107.696
81,110.221
82,113.805
83,115.125
84,115.125
85,115.125
86,115.125
87,114.554
88,114.397
89,113.812
90,113.812
91,113.812
92,113.812
93,124.661
94,128.625
95,128.625
96,128.625
97,128.625
98,128.625
99,128.625
100,128.625
101,128.625
