age,weight
1,54.692
2,55.985
3,56.847
4,56.847
5,56.847
6,59.389
7,60.875
8,60.375
9,60.375
10,61.625
11,63.75
12,63.75
13,63.75
14,64.25
15,65.5
16,67.25
17,68.25
18,68.25
19,70.375
20,70.375
21,70.25
22,72.875
23,73.625
24,73.625
25,73.375
26,74.0
27,74.5
28,76.25
29,77.0
30,77.0
31,77.0
32,78.75
33,79.125
34,79.375
35,80.0
36,79.875
37,80.688
38,81.5
39,82.75
40,83.25
41,84.25
42,85.125
43,87.0
44,87.625
45,88.0
46,88.5
47,88.5
48,90.0
49,90.875
50,90.875
51,91.25
52,91.75
53,92.125
54,91.75
55,93.26
56,93.625
57,94.5
58,95.875
59,96.875
60,97.25
61,98.0
62,98.375
63,99.5
64,101.25
65,100.5
66,102.125
67,103.625
68,104.0
69,103.625
70,104.812
71,105.75
72,106.0
73,108.0
74,109.0
75,110.223
76,111.75
77,112.25
78,111.688
79,111.688
80,113.812
81,115.125
82,115.125
83,115.125
84,115.125
85,115.125
86,115.125
87,115.125
88,113.812
89,113.812
90,113.812
91,113.812
92,113.812
93,128.625
94,128.625
95,128.625
96,128.625
97,128.625
98,128.625
99,128.625
100,128.625
101,128.625
