age,weight
1,40.586
2,42.147
3,43.0
4,44.25
5,44.75
6,46.0
7,47.25
8,47.875
9,49.688
10,51.0
11,51.75
12,54.062
13,54.969
14,55.25
15,56.5
16,57.875
17,59.438
18,59.188
19,60.0
20,61.625
21,61.75
22,62.5
23,64.125
24,65.0
25,66.375
26,67.5
27,68.75
28,68.75
29,69.654
30,69.96
31,69.438
32,71.0
33,72.5
34,73.5
35,74.188
36,74.594
37,74.875
38,76.125
39,76.5
40,77.75
41,77.438
42,77.75
43,78.125
44,78.75
45,79.469
46,81.312
47,81.406
48,82.875
49,84.375
50,86.562
51,85.312
52,86.062
53,86.0
54,86.938
55,88.375
56,88.625
57,89.25
58,90.625
59,91.25
60,93.0
61,94.5
62,97.688
63,98.77
64,100.281
65,101.719
66,102.625
67,103.875
68,105.0
69,106.125
70,108.698
71,108.321
72,109.156
73,109.867
74,111.844
75,112.215
76,114.022
77,113.552
78,114.113
79,113.639
80,114.633
81,115.125
82,115.125
83,115.125
84,115.125
85,115.125
86,115.125
87,114.525
88,114.412
89,113.812
90,113.812
91,113.812
92,113.812
93,124.401
94,128.625
95,128.625
96,128.625
97,128.625
98,128.625
99,128.625
100,128.625
101,128.625
