age,weight
1,30.5
2,32.438
3,33.25
4,34.328
5,35.57
6,35.938
7,36.453
8,38.367
9,39.211
10,39.609
11,40.468
12,41.515
13,42.638
14,43.016
15,43.718
16,43.812
17,44.781
18,45.309
19,46.916
20,47.438
21,48.406
22,48.782
23,49.546
24,50.188
25,51.5
26,52.625
27,53.531
28,54.367
29,53.843
30,53.922
31,55.0
32,56.062
33,56.875
34,57.555
35,58.75
36,59.593
37,61.25
38,62.344
39,64.016
40,64.135
41,64.291
42,65.812
43,66.754
44,67.688
45,67.883
46,69.273
47,70.781
48,71.344
49,72.859
50,72.734
51,74.5
52,75.719
53,76.812
54,78.531
55,79.554
56,80.797
57,82.625
58,82.711
59,83.938
60,85.375
61,84.5
62,85.375
63,85.812
64,87.688
65,88.969
66,88.719
67,88.062
68,87.625
69,87.75
70,87.75
71,87.75
72,87.75
73,87.75
74,87.75
75,89.375
76,93.672
77,98.618
78,101.75
79,103.941
80,105.227
81,108.587
82,110.505
83,113.083
84,115.125
85,115.125
86,115.125
87,114.513
88,114.419
89,113.812
90,113.812
91,113.812
92,113.812
93,124.691
94,128.625
95,128.625
96,128.625
97,128.625
98,128.625
99,128.625
100,128.625
101,128.625
