age,weight
1,44.5
2,45.375
3,45.75
4,46.125
5,47.0
6,48.125
7,48.75
8,49.25
9,47.5
10,48.25
11,49.5
12,50.25
13,50.625
14,50.875
15,51.25
16,53.125
17,54.125
18,55.375
19,56.25
20,58.25
21,58.0
22,59.5
23,59.625
24,60.875
25,61.75
26,62.625
27,63.5
28,65.125
29,67.25
30,68.125
31,69.5
32,71.0
33,72.5
34,73.75
35,73.75
36,75.625
37,74.625
38,76.0
39,76.5
40,77.25
41,77.75
42,77.5
43,77.75
44,79.375
45,79.75
46,81.0
47,81.875
48,82.75
49,84.5
50,86.375
51,86.625
52,88.5
53,89.938
54,90.25
55,92.625
56,93.25
57,94.5
58,95.875
59,97.125
60,96.875
61,97.125
62,98.438
63,99.125
64,99.75
65,99.75
66,100.125
67,101.0
68,105.0
69,104.125
70,104.719
71,104.812
72,105.5
73,105.75
74,105.5
75,104.312
76,106.0
77,106.25
78,107.562
79,107.562
80,108.406
81,110.609
82,113.328
83,115.125
84,115.125
85,115.125
86,115.125
87,114.797
88,114.141
89,114.141
90,113.812
91,113.812
92,113.812
93,121.219
94,128.625
95,128.625
96,128.625
97,128.625
98,128.625
99,128.625
100,128.625
101,128.625
