age,weight
1,34.367
2,35.562
3,35.752
4,37.5
5,38.5
6,39.688
7,40.593
8,41.82
9,43.219
10,44.843
11,45.25
12,45.719
13,47.188
14,48.0
15,50.562
16,51.625
17,52.375
18,54.812
19,55.0
20,55.75
21,56.688
22,56.734
23,58.062
24,59.625
25,59.625
26,60.25
27,61.688
28,62.625
29,64.875
30,65.657
31,65.953
32,66.349
33,67.094
34,68.438
35,69.531
36,70.562
37,71.396
38,73.031
39,74.625
40,74.312
41,75.156
42,75.969
43,77.89
44,79.453
45,80.062
46,81.672
47,83.078
48,85.234
49,85.875
50,87.0
51,88.75
52,91.094
53,92.016
54,92.531
55,93.719
56,94.727
57,94.5
58,95.875
59,97.078
60,96.626
61,97.531
62,99.75
63,102.375
64,104.625
65,106.562
66,108.5
67,109.188
68,110.188
69,110.594
70,110.591
71,110.591
72,110.175
73,110.234
74,111.672
75,112.387
76,113.255
77,113.389
78,113.648
79,113.569
80,114.628
81,115.125
82,115.125
83,115.125
84,115.125
85,115.125
86,115.125
87,114.547
88,114.392
89,113.812
90,113.812
91,113.812
92,113.812
93,123.996
94,128.625
95,128.625
96,128.625
97,128.625
98,128.625
99,128.625
100,128.625
101,128.625
