age,weight
1,37.0
2,37.25
3,37.019
4,38.5
5,39.0
6,38.625
7,39.5
8,41.75
9,42.0
10,43.188
11,44.0
12,45.243
13,46.198
14,46.875
15,48.0
16,49.75
17,49.938
18,50.719
19,52.0
20,52.125
21,52.562
22,53.5
23,53.938
24,56.282
25,56.75
26,57.641
27,58.889
28,59.91
29,61.375
30,62.25
31,63.594
32,64.5
33,66.625
34,67.844
35,69.188
36,69.875
37,72.0
38,72.812
39,73.5
40,74.0
41,74.969
42,76.047
43,77.778
44,78.75
45,79.562
46,80.0
47,81.188
48,82.688
49,83.188
50,86.0
51,86.5
52,86.938
53,88.109
54,88.734
55,91.078
56,93.297
57,94.5
58,95.469
59,96.438
60,97.109
61,97.562
62,99.469
63,99.812
64,101.062
65,100.562
66,101.562
67,103.312
68,102.688
69,104.125
70,105.328
71,106.219
72,106.0
73,108.0
74,108.676
75,110.327
76,112.125
77,112.822
78,113.558
79,113.509
80,114.633
81,115.125
82,115.125
83,115.125
84,115.125
85,115.125
86,115.125
87,114.54
88,114.406
89,113.812
90,113.812
91,113.812
92,113.812
93,124.459
94,128.625
95,128.625
96,128.625
97,128.625
98,128.625
99,128.625
100,128.625
101,128.625
