age,weight
1,28.75
2,30.25
3,30.412
4,31.58
5,31.75
6,32.406
7,32.407
8,34.125
9,35.438
10,35.469
11,36.25
12,38.008
13,38.75
14,39.75
15,41.125
16,42.125
17,43.375
18,44.188
19,45.0
20,46.5
21,47.875
22,48.75
23,48.875
24,49.0
25,50.25
26,50.75
27,51.983
28,52.375
29,54.25
30,55.312
31,57.062
32,57.875
33,58.625
34,57.938
35,59.0
36,60.25
37,62.0
38,62.688
39,63.875
40,64.656
41,66.75
42,68.375
43,69.5
44,69.875
45,70.375
46,71.25
47,72.0
48,72.125
49,72.312
50,73.25
51,74.375
52,76.0
53,76.5
54,78.438
55,79.562
56,80.312
57,82.688
58,82.938
59,83.312
60,85.875
61,86.031
62,87.438
63,89.812
64,90.125
65,92.125
66,93.812
67,94.791
68,95.75
69,96.772
70,97.969
71,100.117
72,101.379
73,102.3
74,105.031
75,104.5
76,106.5
77,107.48
78,107.693
79,107.476
80,107.606
81,110.249
82,113.707
83,115.125
84,115.125
85,115.125
86,115.125
87,114.484
88,114.453
89,113.812
90,113.812
91,113.812
92,113.812
93,126.773
94,128.625
95,128.625
96,128.625
97,128.625
98,128.625
99,128.625
100,128.625
101,128.625
