age,weight
1,34.0
2,36.0
3,36.0
4,37.5
5,38.5
6,39.625
7,40.625
8,41.047
9,42.25
10,43.062
11,43.938
12,45.812
13,47.375
14,48.0
15,48.5
16,49.5
17,50.75
18,51.875
19,52.5
20,53.25
21,55.0
22,55.875
23,56.0
24,56.375
25,58.125
26,59.188
27,60.375
28,61.417
29,63.48
30,64.125
31,64.729
32,65.72
33,65.875
34,67.25
35,68.062
36,69.016
37,69.938
38,71.062
39,71.719
40,73.031
41,73.929
42,75.562
43,75.875
44,78.0
45,78.688
46,78.875
47,79.983
48,80.625
49,79.875
50,80.656
51,81.688
52,83.266
53,84.112
54,85.75
55,87.5
56,88.188
57,88.625
58,89.25
59,89.5
60,90.875
61,91.562
62,93.375
63,95.438
64,97.5
65,99.188
66,99.688
67,100.312
68,101.0
69,101.5
70,103.0
71,104.586
72,104.688
73,105.25
74,105.211
75,104.5
76,106.125
77,107.344
78,107.698
79,107.41
80,107.766
81,110.22
82,113.852
83,115.125
84,115.125
85,115.125
86,115.125
87,114.478
88,114.461
89,113.812
90,113.812
91,113.812
92,113.812
93,125.153
94,128.625
95,128.625
96,128.625
97,128.625
98,128.625
99,128.625
100,128.625
101,128.625
