age,weight
1,36.164
2,36.0
3,36.25
4,37.782
5,38.5
6,39.703
7,40.562
8,41.023
9,42.188
10,42.516
11,42.938
12,43.531
13,44.625
14,45.25
15,46.344
16,48.062
17,49.0
18,49.062
19,50.312
20,51.032
21,52.375
22,52.968
23,54.125
24,55.188
25,56.125
26,56.75
27,57.875
28,59.336
29,60.25
30,61.297
31,62.812
32,64.219
33,65.5
34,66.344
35,67.0
36,68.875
37,70.062
38,70.943
39,71.91
40,71.969
41,73.156
42,73.938
43,74.594
44,75.789
45,76.312
46,76.969
47,77.344
48,77.547
49,78.219
50,80.0
51,80.312
52,81.312
53,82.281
54,81.85
55,83.031
56,84.125
57,85.0
58,86.547
59,88.172
60,88.781
61,89.938
62,92.344
63,93.094
64,93.625
65,94.969
66,96.25
67,96.75
68,97.715
69,98.75
70,99.859
71,99.969
72,101.311
73,102.262
74,104.864
75,104.5
76,106.188
77,107.521
78,107.683
79,107.476
80,107.626
81,110.239
82,113.775
83,115.125
84,115.125
85,115.125
86,115.125
87,114.505
88,114.435
89,113.812
90,113.812
91,113.812
92,113.812
93,125.616
94,128.625
95,128.625
96,128.625
97,128.625
98,128.625
99,128.625
100,128.625
101,128.625
