age,weight
1,32.0
2,33.625
3,34.062
4,34.75
5,35.688
6,36.812
7,38.5
8,39.0
9,40.438
10,40.75
11,42.188
12,43.125
13,44.688
14,45.125
15,46.125
16,48.312
17,49.75
18,50.25
19,52.0
20,52.125
21,52.75
22,53.75
23,54.125
24,56.438
25,57.75
26,59.125
27,60.25
28,61.5
29,63.653
30,63.75
31,64.844
32,66.418
33,67.25
34,68.375
35,69.812
36,69.875
37,71.125
38,72.5
39,73.875
40,74.5
41,75.188
42,76.656
43,77.0
44,78.75
45,79.375
46,80.5
47,81.625
48,83.25
49,85.688
50,86.938
51,88.125
52,88.688
53,89.906
54,90.125
55,90.469
56,91.625
57,92.75
58,93.375
59,94.0
60,95.438
61,95.957
62,97.875
63,98.77
64,100.281
65,101.812
66,102.859
67,104.0
68,105.334
69,106.812
70,109.042
71,108.812
72,109.375
73,110.234
74,111.688
75,112.258
76,113.926
77,113.402
78,113.587
79,113.545
80,114.633
81,115.125
82,115.125
83,115.125
84,115.125
85,115.125
86,115.125
87,114.51
88,114.417
89,113.812
90,113.812
91,113.812
92,113.812
93,123.302
94,128.625
95,128.625
96,128.625
97,128.625
98,128.625
99,128.625
100,128.625
101,128.625
