age,weight
1,34.0
2,35.0
3,35.188
4,35.25
5,36.062
6,37.062
7,38.125
8,38.75
9,39.023
10,39.031
11,40.375
12,41.422
13,42.544
14,43.094
15,43.218
16,43.812
17,44.312
18,44.719
19,46.328
20,47.375
21,47.812
22,48.375
23,49.125
24,49.75
25,51.688
26,52.062
27,53.391
28,54.203
29,53.843
30,54.953
31,55.438
32,56.25
33,56.703
34,57.903
35,59.156
36,60.281
37,61.75
38,62.954
39,63.969
40,64.0
41,64.019
42,65.75
43,66.773
44,68.438
45,68.531
46,69.844
47,70.641
48,71.75
49,72.906
50,72.875
51,74.5
52,75.672
53,76.875
54,78.578
55,79.547
56,80.664
57,82.57
58,82.484
59,84.156
60,85.312
61,85.617
62,86.508
63,88.894
64,91.062
65,90.844
66,91.304
67,94.392
68,95.516
69,96.698
70,97.969
71,100.181
72,101.381
73,102.306
74,105.012
75,104.5
76,106.5
77,107.469
78,107.698
79,107.483
80,107.666
81,110.233
82,113.763
83,115.125
84,115.125
85,115.125
86,115.125
87,114.517
88,114.409
89,113.812
90,113.812
91,113.812
92,113.812
93,124.691
94,128.625
95,128.625
96,128.625
97,128.625
98,128.625
99,128.625
100,128.625
101,128.625
