age,weight
1,35.75
2,35.5
3,35.627
4,36.75
5,36.75
6,37.406
7,38.5
8,39.219
9,40.469
10,41.0
11,42.125
12,43.125
13,44.75
14,45.75
15,46.594
16,48.25
17,49.75
18,48.125
19,48.875
20,49.125
21,49.688
22,52.625
23,54.25
24,56.125
25,57.25
26,58.5
27,60.125
28,61.0
29,62.5
30,63.791
31,64.688
32,66.087
33,67.125
34,68.25
35,68.375
36,70.375
37,71.445
38,72.812
39,74.75
40,75.688
41,76.5
42,78.25
43,79.0
44,79.75
45,80.25
46,81.484
47,82.938
48,84.469
49,86.75
50,88.25
51,89.5
52,91.75
53,92.188
54,93.125
55,93.75
56,93.844
57,94.5
58,95.875
59,97.031
60,96.969
61,97.188
62,98.0
63,98.75
64,100.375
65,99.875
66,101.594
67,102.906
68,104.084
69,104.188
70,105.109
71,105.375
72,105.328
73,105.688
74,105.391
75,104.266
76,106.25
77,106.852
78,107.624
79,107.557
80,107.846
81,110.35
82,113.103
83,115.125
84,115.125
85,115.125
86,115.125
87,114.5
88,114.447
89,113.812
90,113.812
91,113.812
92,113.812
93,123.996
94,128.625
95,128.625
96,128.625
97,128.625
98,128.625
99,128.625
100,128.625
101,128.625
