age,weight
1,39.5
2,40.438
3,40.5
4,41.438
5,42.062
6,41.938
7,43.25
8,44.0
9,43.594
10,44.875
11,44.875
12,46.75
13,47.686
14,48.375
15,48.5
16,49.375
17,50.0
18,50.438
19,51.375
20,51.812
21,51.938
22,53.125
23,54.703
24,55.438
25,56.25
26,57.297
27,58.625
28,59.32
29,59.75
30,62.344
31,63.625
32,64.625
33,66.75
34,67.75
35,68.25
36,70.023
37,71.75
38,73.312
39,74.75
40,75.688
41,75.875
42,78.375
43,79.25
44,80.0
45,80.25
46,81.322
47,82.141
48,83.156
49,83.375
50,85.375
51,86.594
52,87.734
53,87.484
54,86.938
55,86.625
56,87.562
57,88.0
58,88.75
59,90.0
60,90.594
61,90.531
62,91.375
63,93.938
64,96.031
65,96.469
66,97.938
67,99.016
68,100.844
69,102.0
70,103.688
71,105.266
72,105.672
73,108.0
74,108.838
75,110.119
76,111.891
77,112.529
78,112.613
79,113.341
80,114.612
81,115.125
82,115.125
83,115.125
84,115.125
85,115.125
86,115.125
87,114.549
88,114.392
89,113.812
90,113.812
91,113.812
92,113.812
93,123.996
94,128.625
95,128.625
96,128.625
97,128.625
98,128.625
99,128.625
100,128.625
101,128.625
