age,weight
1,30.5
2,32.75
3,33.25
4,34.062
5,35.562
6,35.375
7,36.125
8,37.781
9,39.062
10,39.562
11,40.375
12,41.468
13,42.498
14,42.938
15,43.562
16,43.875
17,45.25
18,45.619
19,47.081
20,47.125
21,47.875
22,48.593
23,49.531
24,50.125
25,51.5
26,52.188
27,53.516
28,53.954
29,53.75
30,54.375
31,56.0
32,57.0
33,58.032
34,59.671
35,60.688
36,61.125
37,62.906
38,63.0
39,63.875
40,64.399
41,65.363
42,66.75
43,68.375
44,69.719
45,70.562
46,71.562
47,72.438
48,73.719
49,74.25
50,75.125
51,77.062
52,79.0
53,80.75
54,82.625
55,83.875
56,84.688
57,86.062
58,87.375
59,90.062
60,90.438
61,90.438
62,91.562
63,94.156
64,95.812
65,96.688
66,98.25
67,99.031
68,100.812
69,102.375
70,103.625
71,104.965
72,104.344
73,105.438
74,105.428
75,104.5
76,106.25
77,107.494
78,107.712
79,107.489
80,107.686
81,110.216
82,113.829
83,115.125
84,115.125
85,115.125
86,115.125
87,114.556
88,114.397
89,113.812
90,113.812
91,113.812
92,113.812
93,123.649
94,128.625
95,128.625
96,128.625
97,128.625
98,128.625
99,128.625
100,128.625
101,128.625
