age,weight
1,28.5
2,30.0
3,29.823
4,30.303
5,31.219
6,32.312
7,32.438
8,33.875
9,35.375
10,35.438
11,36.5
12,39.015
13,39.75
14,41.25
15,40.375
16,41.5
17,42.875
18,43.375
19,44.875
20,45.75
21,46.875
22,47.75
23,48.0
24,48.5
25,49.75
26,50.75
27,51.625
28,52.375
29,54.0
30,55.125
31,55.625
32,56.375
33,57.375
34,57.438
35,58.25
36,59.25
37,61.0
38,62.875
39,64.0
40,63.812
41,63.812
42,65.625
43,66.812
44,67.75
45,68.375
46,69.25
47,70.25
48,71.0
49,73.25
50,73.0
51,74.25
52,76.375
53,77.25
54,78.75
55,79.625
56,80.625
57,82.875
58,82.625
59,83.625
60,85.25
61,85.375
62,87.25
63,89.375
64,90.75
65,90.625
66,91.5
67,93.587
68,94.312
69,95.188
70,95.125
71,97.375
72,98.0
73,99.25
74,100.0
75,101.0
76,102.75
77,103.75
78,104.656
79,106.797
80,107.446
81,110.263
82,113.609
83,115.125
84,115.125
85,115.125
86,115.125
87,114.587
88,114.42
89,113.812
90,113.812
91,113.812
92,113.812
93,124.922
94,128.625
95,128.625
96,128.625
97,128.625
98,128.625
99,128.625
100,128.625
101,128.625
