age,weight
1,41.0
2,41.417
3,42.875
4,44.218
5,45.375
6,46.984
7,47.719
8,48.75
9,49.719
10,51.0
11,52.0
12,53.75
13,54.734
14,55.125
15,55.906
16,55.516
17,56.567
18,56.781
19,57.641
20,59.375
21,59.907
22,61.062
23,61.812
24,62.586
25,63.25
26,63.375
27,63.875
28,65.188
29,67.625
30,68.812
31,69.875
32,71.25
33,72.5
34,73.375
35,74.734
36,76.031
37,77.906
38,79.625
39,81.656
40,83.5
41,84.438
42,84.969
43,86.75
44,87.844
45,88.875
46,89.875
47,91.438
48,92.625
49,94.391
50,96.188
51,96.859
52,97.312
53,98.656
54,99.938
55,99.625
56,99.625
57,98.938
58,99.625
59,101.5
60,101.25
61,103.438
62,105.375
63,105.875
64,105.938
65,106.688
66,109.25
67,109.062
68,109.406
69,109.438
70,110.547
71,110.582
72,110.184
73,110.211
74,111.672
75,112.409
76,113.407
77,113.209
78,113.713
79,113.489
80,114.633
81,115.125
82,115.125
83,115.125
84,115.125
85,115.125
86,115.125
87,114.514
88,114.421
89,113.812
90,113.812
91,113.812
92,113.812
93,124.922
94,128.625
95,128.625
96,128.625
97,128.625
98,128.625
99,128.625
100,128.625
101,128.625
