age,weight
1,54.692
2,55.115
3,55.674
4,56.224
5,57.381
6,57.866
7,59.384
8,59.764
9,59.969
10,60.354
11,60.694
12,61.12
13,62.053
14,62.561
15,63.578
16,64.282
17,64.545
18,65.386
19,66.174
20,66.956
21,67.252
22,68.057
23,68.578
24,68.851
25,69.528
26,70.244
27,70.666
28,71.623
29,72.748
30,73.824
31,74.616
32,75.309
33,76.058
34,77.138
35,77.942
36,78.941
37,80.012
38,80.553
39,81.745
40,82.538
41,83.676
42,84.632
43,85.857
44,86.612
45,87.302
46,88.323
47,88.49
48,89.042
49,90.293
50,91.505
51,92.24
52,92.31
53,92.905
54,93.996
55,94.796
56,95.77
57,97.081
58,97.029
59,97.988
60,99.072
61,99.816
62,100.476
63,100.757
64,101.772
65,103.006
66,104.244
67,104.73
68,106.599
69,107.252
70,108.338
71,109.05
72,109.609
73,109.544
74,109.579
75,109.477
76,109.759
77,111.11
78,112.511
79,114.103
80,115.993
81,118.455
82,121.885
83,124.778
84,127.641
85,130.041
86,132.189
87,132.528
88,132.559
89,132.555
90,132.555
91,132.555
92,132.571
93,132.571
94,132.555
95,132.571
96,132.571
97,132.555
98,132.555
99,132.555
100,132.555
101,132.555
