age,weight
1,28.5
2,29.181
3,29.616
4,30.19
5,30.714
6,31.525
7,32.685
8,33.463
9,34.143
10,35.411
11,36.295
12,37.604
13,38.563
14,39.679
15,41.11
16,42.201
17,42.536
18,43.869
19,45.359
20,46.355
21,47.348
22,48.223
23,49.503
24,50.239
25,50.956
26,51.609
27,52.277
28,53.878
29,55.286
30,56.407
31,57.604
32,58.738
33,59.42
34,60.302
35,61.411
36,62.518
37,63.783
38,64.393
39,65.562
40,66.35
41,67.51
42,68.49
43,69.554
44,70.338
45,71.115
46,72.157
47,73.204
48,74.387
49,75.272
50,76.29
51,77.065
52,78.243
53,79.416
54,80.77
55,81.959
56,82.708
57,83.621
58,84.721
59,85.59
60,86.966
61,88.145
62,89.515
63,90.517
64,91.318
65,92.639
66,93.905
67,95.164
68,97.001
69,98.501
70,99.586
71,100.724
72,101.959
73,103.007
74,104.351
75,104.82
76,106.026
77,107.03
78,109.24
79,109.889
80,111.463
81,112.482
82,114.685
83,116.829
84,119.041
85,120.314
86,122.687
87,124.489
88,127.009
89,129.495
90,131.768
91,132.435
92,131.43
93,132.429
94,132.543
95,132.543
96,132.523
97,132.523
98,132.523
99,132.523
100,132.523
101,132.523
