age,weight
1,36.5
2,38.0
3,39.625
4,40.0
5,41.5
6,42.25
7,44.0
8,44.75
9,45.75
10,46.5
11,47.375
12,48.625
13,49.5
14,50.75
15,51.25
16,52.25
17,53.25
18,53.75
19,54.125
20,55.125
21,55.5
22,57.25
23,57.25
24,57.25
25,58.25
26,59.5
27,60.875
28,61.792
29,63.0
30,64.25
31,64.458
32,65.347
33,66.0
34,67.25
35,67.75
36,69.625
37,71.0
38,72.25
39,72.5
40,72.875
41,73.375
42,74.0
43,74.25
44,75.125
45,76.0
46,77.0
47,77.5
48,78.25
49,79.625
50,80.0
51,81.625
52,83.25
53,84.125
54,86.0
55,86.75
56,88.25
57,88.25
58,90.0
59,91.125
60,92.75
61,94.0
62,94.5
63,96.0
64,96.875
65,97.0
66,97.5
67,98.0
68,100.0
69,101.625
70,102.0
71,103.0
72,104.375
73,103.75
74,104.0
75,104.25
76,105.0
77,105.375
78,107.125
79,107.125
80,107.125
81,107.125
82,107.125
83,107.125
84,107.125
85,107.125
86,107.125
87,106.5
88,106.5
89,106.5
90,106.5
91,106.5
92,106.5
93,106.5
94,106.5
95,106.5
96,106.5
97,106.5
98,106.5
99,106.5
100,106.5
