age,weight
1,28.5
2,29.75
3,29.659
4,30.0
5,30.875
6,31.625
7,32.375
8,33.5
9,34.25
10,34.25
11,35.812
12,36.5
13,37.809
14,39.5
15,40.5
16,42.125
17,42.875
18,43.375
19,44.875
20,46.5
21,46.625
22,47.875
23,49.5
24,49.75
25,51.375
26,52.5
27,53.25
28,54.0
29,54.062
30,55.75
31,56.5
32,57.875
33,58.895
34,59.125
35,59.75
36,60.375
37,62.0
38,62.625
39,63.75
40,65.0
41,65.5
42,67.0
43,68.25
44,69.125
45,70.375
46,71.25
47,71.5
48,72.562
49,75.125
50,75.875
51,77.125
52,78.0
53,78.25
54,79.25
55,80.356
56,81.5
57,82.75
58,83.375
59,84.75
60,86.0
61,85.0
62,86.875
63,89.125
64,90.75
65,90.25
66,91.0
67,92.212
68,93.625
69,95.375
70,95.75
71,97.5
72,98.125
73,99.25
74,100.0
75,99.75
76,101.0
77,102.875
78,103.75
79,105.625
80,107.562
81,107.562
82,107.562
83,107.562
84,107.562
85,107.562
86,107.562
87,111.25
88,115.375
89,116.875
90,120.375
91,121.625
92,121.625
93,121.625
94,121.625
95,121.625
96,121.625
97,121.625
98,126.125
99,126.125
100,126.125
