age,weight
1,58.584
2,58.944
3,59.386
4,59.970
5,60.174
6,60.913
7,60.983
8,61.228
9,62.384
10,63.633
11,64.671
12,67.378
13,68.412
14,68.672
15,68.701
16,70.151
17,70.255
18,70.479
19,71.507
20,72.268
21,74.244
22,75.743
23,75.801
24,76.231
25,76.916
26,77.926
27,78.619
28,79.530
29,80.471
30,80.519
31,81.018
32,82.644
33,83.114
34,84.502
35,85.267
36,86.249
37,86.414
38,87.104
39,87.533
40,89.372
41,89.990
42,90.541
43,92.362
44,93.236
45,93.361
46,93.474
47,93.694
48,93.891
49,95.586
50,95.814
51,95.975
52,96.721
53,97.889
54,98.507
55,100.031
56,100.165
57,101.345
58,101.621
59,101.888
60,102.855
61,102.944
62,104.217
63,105.230
64,106.322
65,106.456
66,106.980
67,107.163
68,108.797
69,109.498
70,110.412
71,111.138
72,111.226
73,111.469
74,111.569
75,113.703
76,113.804
77,114.181
78,114.438
79,115.342
80,115.752
81,116.620
82,117.400
83,118.249
84,118.713
85,120.441
86,120.511
87,120.569
88,120.731
89,121.546
90,123.544
91,123.602
92,123.931
93,126.294
94,128.427
95,128.956
96,129.059
97,130.794
98,133.306
99,133.339
100,133.521
