8,7,6,5,4,3,2,0.176,0.447,1.057,1.845,1.118,1.13,1.345
9,8,7,6,5,4,3,0.753,0.176,0.447,1.057,1.845,1.118,1.13
10,9,8,7,6,5,4,1.371,0.753,0.176,0.447,1.057,1.845,1.118
11,10,9,8,7,6,5,1.378,1.371,0.753,0.176,0.447,1.057,1.845
12,11,10,9,8,7,6,1.838,1.378,1.371,0.753,0.176,0.447,1.057
13,12,11,10,9,8,7,1.571,1.838,1.378,1.371,0.753,0.176,0.447
14,13,12,11,10,9,8,1.647,1.571,1.838,1.378,1.371,0.753,0.176
15,14,13,12,11,10,9,1.837,1.647,1.571,1.838,1.378,1.371,0.753
16,15,14,13,12,11,10,1.679,1.837,1.647,1.571,1.838,1.378,1.371
17,16,15,14,13,12,11,1.711,1.679,1.837,1.647,1.571,1.838,1.378
18,17,16,15,14,13,12,1.933,1.711,1.679,1.837,1.647,1.571,1.838
19,18,17,16,15,14,13,1.968,1.933,1.711,1.679,1.837,1.647,1.571
20,19,18,17,16,15,14,1.829,1.968,1.933,1.711,1.679,1.837,1.647
21,20,19,18,17,16,15,1.519,1.829,1.968,1.933,1.711,1.679,1.837
22,21,20,19,18,17,16,1.713,1.519,1.829,1.968,1.933,1.711,1.679
23,22,21,20,19,18,17,1.733,1.713,1.519,1.829,1.968,1.933,1.711
24,23,22,21,20,19,18,1.569,1.733,1.713,1.519,1.829,1.968,1.933
25,24,23,22,21,20,19,1.717,1.569,1.733,1.713,1.519,1.829,1.968
26,25,24,23,22,21,20,1.567,1.717,1.569,1.733,1.713,1.519,1.829
27,26,25,24,23,22,21,1.877,1.567,1.717,1.569,1.733,1.713,1.519
28,27,26,25,24,23,22,1.849,1.877,1.567,1.717,1.569,1.733,1.713
29,28,27,26,25,24,23,2.343,1.849,1.877,1.567,1.717,1.569,1.733
30,29,28,27,26,25,24,1.892,2.343,1.849,1.877,1.567,1.717,1.569
31,30,29,28,27,26,25,2.132,1.892,2.343,1.849,1.877,1.567,1.717
32,31,30,29,28,27,26,2.256,2.132,1.892,2.343,1.849,1.877,1.567
33,32,31,30,29,28,27,1.788,2.256,2.132,1.892,2.343,1.849,1.877
34,33,32,31,30,29,28,2.535,1.788,2.256,2.132,1.892,2.343,1.849
35,34,33,32,31,30,29,2.414,2.535,1.788,2.256,2.132,1.892,2.343
36,35,34,33,32,31,30,2.499,2.414,2.535,1.788,2.256,2.132,1.892
37,36,35,34,33,32,31,2.42,2.499,2.414,2.535,1.788,2.256,2.132
38,37,36,35,34,33,32,2.153,2.42,2.499,2.414,2.535,1.788,2.256
39,38,37,36,35,34,33,2.325,2.153,2.42,2.499,2.414,2.535,1.788
40,39,38,37,36,35,34,2.321,2.325,2.153,2.42,2.499,2.414,2.535
41,40,39,38,37,36,35,2.254,2.321,2.325,2.153,2.42,2.499,2.414
42,41,40,39,38,37,36,2.163,2.254,2.321,2.325,2.153,2.42,2.499
43,42,41,40,39,38,37,2.564,2.163,2.254,2.321,2.325,2.153,2.42
44,43,42,41,40,39,38,2.335,2.564,2.163,2.254,2.321,2.325,2.153
45,44,43,42,41,40,39,2.314,2.335,2.564,2.163,2.254,2.321,2.325
46,45,44,43,42,41,40,2.374,2.314,2.335,2.564,2.163,2.254,2.321
47,46,45,44,43,42,41,2.102,2.374,2.314,2.335,2.564,2.163,2.254
48,47,46,45,44,43,42,2.643,2.102,2.374,2.314,2.335,2.564,2.163
49,48,47,46,45,44,43,2.367,2.643,2.102,2.374,2.314,2.335,2.564
50,49,48,47,46,45,44,2.213,2.367,2.643,2.102,2.374,2.314,2.335
51,50,49,48,47,46,45,2.53,2.213,2.367,2.643,2.102,2.374,2.314
52,51,50,49,48,47,46,1.799,2.53,2.213,2.367,2.643,2.102,2.374
53,52,51,50,49,48,47,2.931,1.799,2.53,2.213,2.367,2.643,2.102
54,53,52,51,50,49,48,2.811,2.931,1.799,2.53,2.213,2.367,2.643
55,54,53,52,51,50,49,2.452,2.811,2.931,1.799,2.53,2.213,2.367
56,55,54,53,52,51,50,2.657,2.452,2.811,2.931,1.799,2.53,2.213
57,56,55,54,53,52,51,2.609,2.657,2.452,2.811,2.931,1.799,2.53
58,57,56,55,54,53,52,2.036,2.609,2.657,2.452,2.811,2.931,1.799
59,58,57,56,55,54,53,2.816,2.036,2.609,2.657,2.452,2.811,2.931
60,59,58,57,56,55,54,2.536,2.816,2.036,2.609,2.657,2.452,2.811
61,60,59,58,57,56,55,2.419,2.536,2.816,2.036,2.609,2.657,2.452
62,61,60,59,58,57,56,2.229,2.419,2.536,2.816,2.036,2.609,2.657
63,62,61,60,59,58,57,2.663,2.229,2.419,2.536,2.816,2.036,2.609
64,63,62,61,60,59,58,2.72,2.663,2.229,2.419,2.536,2.816,2.036
65,64,63,62,61,60,59,2.462,2.72,2.663,2.229,2.419,2.536,2.816
66,65,64,63,62,61,60,2.398,2.462,2.72,2.663,2.229,2.419,2.536
67,66,65,64,63,62,61,2.78,2.398,2.462,2.72,2.663,2.229,2.419
68,67,66,65,64,63,62,3.183,2.78,2.398,2.462,2.72,2.663,2.229
69,68,67,66,65,64,63,2.531,3.183,2.78,2.398,2.462,2.72,2.663
70,69,68,67,66,65,64,2.592,2.531,3.183,2.78,2.398,2.462,2.72
71,70,69,68,67,66,65,3.018,2.592,2.531,3.183,2.78,2.398,2.462
72,71,70,69,68,67,66,2.799,3.018,2.592,2.531,3.183,2.78,2.398
73,72,71,70,69,68,67,3.331,2.799,3.018,2.592,2.531,3.183,2.78
74,73,72,71,70,69,68,2.854,3.331,2.799,3.018,2.592,2.531,3.183
75,74,73,72,71,70,69,3.007,2.854,3.331,2.799,3.018,2.592,2.531
76,75,74,73,72,71,70,2.572,3.007,2.854,3.331,2.799,3.018,2.592
77,76,75,74,73,72,71,5.27400016784668,2.572,3.007,2.854,3.331,2.799,3.018
78,77,76,75,74,73,72,5.241000175476074,5.27400016784668,2.572,3.007,2.854,3.331,2.799
79,78,77,76,75,74,73,5.296999931335449,5.241000175476074,5.27400016784668,2.572,3.007,2.854,3.331
80,79,78,77,76,75,74,5.4120001792907715,5.296999931335449,5.241000175476074,5.27400016784668,2.572,3.007,2.854
81,80,79,78,77,76,75,5.5320000648498535,5.4120001792907715,5.296999931335449,5.241000175476074,5.27400016784668,2.572,3.007
82,81,80,79,78,77,76,5.589000225067139,5.5320000648498535,5.4120001792907715,5.296999931335449,5.241000175476074,5.27400016784668,2.572
83,82,81,80,79,78,77,5.604000091552734,5.589000225067139,5.5320000648498535,5.4120001792907715,5.296999931335449,5.241000175476074,5.27400016784668
84,83,82,81,80,79,78,5.5370001792907715,5.604000091552734,5.589000225067139,5.5320000648498535,5.4120001792907715,5.296999931335449,5.241000175476074
85,84,83,82,81,80,79,5.684999942779541,5.5370001792907715,5.604000091552734,5.589000225067139,5.5320000648498535,5.4120001792907715,5.296999931335449
86,85,84,83,82,81,80,5.815999984741211,5.684999942779541,5.5370001792907715,5.604000091552734,5.589000225067139,5.5320000648498535,5.4120001792907715
87,86,85,84,83,82,81,5.939000129699707,5.815999984741211,5.684999942779541,5.5370001792907715,5.604000091552734,5.589000225067139,5.5320000648498535
88,87,86,85,84,83,82,6.068999767303467,5.939000129699707,5.815999984741211,5.684999942779541,5.5370001792907715,5.604000091552734,5.589000225067139
89,88,87,86,85,84,83,6.205999851226807,6.068999767303467,5.939000129699707,5.815999984741211,5.684999942779541,5.5370001792907715,5.604000091552734
90,89,88,87,86,85,84,6.3429999351501465,6.205999851226807,6.068999767303467,5.939000129699707,5.815999984741211,5.684999942779541,5.5370001792907715
91,90,89,88,87,86,85,6.4730000495910645,6.3429999351501465,6.205999851226807,6.068999767303467,5.939000129699707,5.815999984741211,5.684999942779541
92,91,90,89,88,87,86,6.586999893188477,6.4730000495910645,6.3429999351501465,6.205999851226807,6.068999767303467,5.939000129699707,5.815999984741211
93,92,91,90,89,88,87,6.703000068664551,6.586999893188477,6.4730000495910645,6.3429999351501465,6.205999851226807,6.068999767303467,5.939000129699707
94,93,92,91,90,89,88,6.820000171661377,6.703000068664551,6.586999893188477,6.4730000495910645,6.3429999351501465,6.205999851226807,6.068999767303467
95,94,93,92,91,90,89,6.935999870300293,6.820000171661377,6.703000068664551,6.586999893188477,6.4730000495910645,6.3429999351501465,6.205999851226807
96,95,94,93,92,91,90,7.052999973297119,6.935999870300293,6.820000171661377,6.703000068664551,6.586999893188477,6.4730000495910645,6.3429999351501465
97,96,95,94,93,92,91,7.171000003814697,7.052999973297119,6.935999870300293,6.820000171661377,6.703000068664551,6.586999893188477,6.4730000495910645
98,97,96,95,94,93,92,7.290999889373779,7.171000003814697,7.052999973297119,6.935999870300293,6.820000171661377,6.703000068664551,6.586999893188477
99,98,97,96,95,94,93,7.4120001792907715,7.290999889373779,7.171000003814697,7.052999973297119,6.935999870300293,6.820000171661377,6.703000068664551
100,99,98,97,96,95,94,7.5329999923706055,7.4120001792907715,7.290999889373779,7.171000003814697,7.052999973297119,6.935999870300293,6.820000171661377
0,-1,-2,-3,-4,-5,-6,0,0,0,0,0,0,0
1,0,-1,-2,-3,-4,-5,1.517,0,0,0,0,0,0
2,1,0,-1,-2,-3,-4,1.644,1.517,0,0,0,0,0
3,2,1,0,-1,-2,-3,1.602,1.644,1.517,0,0,0,0
4,3,2,1,0,-1,-2,1.607,1.602,1.644,1.517,0,0,0
5,4,3,2,1,0,-1,1.792,1.607,1.602,1.644,1.517,0,0
6,5,4,3,2,1,0,1.374,1.792,1.607,1.602,1.644,1.517,0
7,6,5,4,3,2,1,1.773,1.374,1.792,1.607,1.602,1.644,1.517
8,7,6,5,4,3,2,1.613,1.773,1.374,1.792,1.607,1.602,1.644
9,8,7,6,5,4,3,1.687,1.613,1.773,1.374,1.792,1.607,1.602
10,9,8,7,6,5,4,1.414,1.687,1.613,1.773,1.374,1.792,1.607
11,10,9,8,7,6,5,1.702,1.414,1.687,1.613,1.773,1.374,1.792
12,11,10,9,8,7,6,1.562,1.702,1.414,1.687,1.613,1.773,1.374
13,12,11,10,9,8,7,1.95,1.562,1.702,1.414,1.687,1.613,1.773
14,13,12,11,10,9,8,1.483,1.95,1.562,1.702,1.414,1.687,1.613
15,14,13,12,11,10,9,1.604,1.483,1.95,1.562,1.702,1.414,1.687
16,15,14,13,12,11,10,1.775,1.604,1.483,1.95,1.562,1.702,1.414
17,16,15,14,13,12,11,1.664,1.775,1.604,1.483,1.95,1.562,1.702
18,17,16,15,14,13,12,1.81,1.664,1.775,1.604,1.483,1.95,1.562
19,18,17,16,15,14,13,1.892,1.81,1.664,1.775,1.604,1.483,1.95
20,19,18,17,16,15,14,1.95,1.892,1.81,1.664,1.775,1.604,1.483
21,20,19,18,17,16,15,1.912,1.95,1.892,1.81,1.664,1.775,1.604
22,21,20,19,18,17,16,1.562,1.912,1.95,1.892,1.81,1.664,1.775
23,22,21,20,19,18,17,1.675,1.562,1.912,1.95,1.892,1.81,1.664
24,23,22,21,20,19,18,1.742,1.675,1.562,1.912,1.95,1.892,1.81
25,24,23,22,21,20,19,1.764,1.742,1.675,1.562,1.912,1.95,1.892
26,25,24,23,22,21,20,1.748,1.764,1.742,1.675,1.562,1.912,1.95
27,26,25,24,23,22,21,2.188,1.748,1.764,1.742,1.675,1.562,1.912
28,27,26,25,24,23,22,1.856,2.188,1.748,1.764,1.742,1.675,1.562
29,28,27,26,25,24,23,1.663,1.856,2.188,1.748,1.764,1.742,1.675
30,29,28,27,26,25,24,1.935,1.663,1.856,2.188,1.748,1.764,1.742
31,30,29,28,27,26,25,1.954,1.935,1.663,1.856,2.188,1.748,1.764
32,31,30,29,28,27,26,2.008,1.954,1.935,1.663,1.856,2.188,1.748
33,32,31,30,29,28,27,2.188,2.008,1.954,1.935,1.663,1.856,2.188
34,33,32,31,30,29,28,1.885,2.188,2.008,1.954,1.935,1.663,1.856
35,34,33,32,31,30,29,2.154,1.885,2.188,2.008,1.954,1.935,1.663
36,35,34,33,32,31,30,2.42,2.154,1.885,2.188,2.008,1.954,1.935
37,36,35,34,33,32,31,1.568,2.42,2.154,1.885,2.188,2.008,1.954
38,37,36,35,34,33,32,2.444,1.568,2.42,2.154,1.885,2.188,2.008
39,38,37,36,35,34,33,1.572,2.444,1.568,2.42,2.154,1.885,2.188
40,39,38,37,36,35,34,2.338,1.572,2.444,1.568,2.42,2.154,1.885
41,40,39,38,37,36,35,1.748,2.338,1.572,2.444,1.568,2.42,2.154
42,41,40,39,38,37,36,2.111,1.748,2.338,1.572,2.444,1.568,2.42
43,42,41,40,39,38,37,2.479,2.111,1.748,2.338,1.572,2.444,1.568
44,43,42,41,40,39,38,1.955,2.479,2.111,1.748,2.338,1.572,2.444
45,44,43,42,41,40,39,2.125,1.955,2.479,2.111,1.748,2.338,1.572
46,45,44,43,42,41,40,2.208,2.125,1.955,2.479,2.111,1.748,2.338
47,46,45,44,43,42,41,2.186,2.208,2.125,1.955,2.479,2.111,1.748
48,47,46,45,44,43,42,1.991,2.186,2.208,2.125,1.955,2.479,2.111
49,48,47,46,45,44,43,2.627,1.991,2.186,2.208,2.125,1.955,2.479
50,49,48,47,46,45,44,1.87,2.627,1.991,2.186,2.208,2.125,1.955
51,50,49,48,47,46,45,2.116,1.87,2.627,1.991,2.186,2.208,2.125
52,51,50,49,48,47,46,2.665,2.116,1.87,2.627,1.991,2.186,2.208
53,52,51,50,49,48,47,2.04,2.665,2.116,1.87,2.627,1.991,2.186
54,53,52,51,50,49,48,3.012,2.04,2.665,2.116,1.87,2.627,1.991
55,54,53,52,51,50,49,1.597,3.012,2.04,2.665,2.116,1.87,2.627
56,55,54,53,52,51,50,2.218,1.597,3.012,2.04,2.665,2.116,1.87
57,56,55,54,53,52,51,2.032,2.218,1.597,3.012,2.04,2.665,2.116
58,57,56,55,54,53,52,2.036,2.032,2.218,1.597,3.012,2.04,2.665
59,58,57,56,55,54,53,1.518,2.036,2.032,2.218,1.597,3.012,2.04
60,59,58,57,56,55,54,2.373,1.518,2.036,2.032,2.218,1.597,3.012
61,60,59,58,57,56,55,1.614,2.373,1.518,2.036,2.032,2.218,1.597
62,61,60,59,58,57,56,2.398,1.614,2.373,1.518,2.036,2.032,2.218
63,62,61,60,59,58,57,2.149,2.398,1.614,2.373,1.518,2.036,2.032
64,63,62,61,60,59,58,1.923,2.149,2.398,1.614,2.373,1.518,2.036
65,64,63,62,61,60,59,2.677,1.923,2.149,2.398,1.614,2.373,1.518
66,65,64,63,62,61,60,2.31,2.677,1.923,2.149,2.398,1.614,2.373
67,66,65,64,63,62,61,2.435,2.31,2.677,1.923,2.149,2.398,1.614
68,67,66,65,64,63,62,2.105,2.435,2.31,2.677,1.923,2.149,2.398
69,68,67,66,65,64,63,2.391,2.105,2.435,2.31,2.677,1.923,2.149
70,69,68,67,66,65,64,2.492,2.391,2.105,2.435,2.31,2.677,1.923
71,70,69,68,67,66,65,1.878,2.492,2.391,2.105,2.435,2.31,2.677
72,71,70,69,68,67,66,2.898,1.878,2.492,2.391,2.105,2.435,2.31
73,72,71,70,69,68,67,1.998,2.898,1.878,2.492,2.391,2.105,2.435
74,73,72,71,70,69,68,2.333,1.998,2.898,1.878,2.492,2.391,2.105
75,74,73,72,71,70,69,2.007,2.333,1.998,2.898,1.878,2.492,2.391
76,75,74,73,72,71,70,2.277,2.007,2.333,1.998,2.898,1.878,2.492
77,76,75,74,73,72,71,3.180000066757202,2.277,2.007,2.333,1.998,2.898,1.878
78,77,76,75,74,73,72,3.2279999256134033,3.180000066757202,2.277,2.007,2.333,1.998,2.898
79,78,77,76,75,74,73,3.305000066757202,3.2279999256134033,3.180000066757202,2.277,2.007,2.333,1.998
80,79,78,77,76,75,74,3.3429999351501465,3.305000066757202,3.2279999256134033,3.180000066757202,2.277,2.007,2.333
81,80,79,78,77,76,75,3.384000062942505,3.3429999351501465,3.305000066757202,3.2279999256134033,3.180000066757202,2.277,2.007
82,81,80,79,78,77,76,3.4739999771118164,3.384000062942505,3.3429999351501465,3.305000066757202,3.2279999256134033,3.180000066757202,2.277
83,82,81,80,79,78,77,3.5510001182556152,3.4739999771118164,3.384000062942505,3.3429999351501465,3.305000066757202,3.2279999256134033,3.180000066757202
84,83,82,81,80,79,78,3.625999927520752,3.5510001182556152,3.4739999771118164,3.384000062942505,3.3429999351501465,3.305000066757202,3.2279999256134033
85,84,83,82,81,80,79,3.681999921798706,3.625999927520752,3.5510001182556152,3.4739999771118164,3.384000062942505,3.3429999351501465,3.305000066757202
86,85,84,83,82,81,80,3.7339999675750732,3.681999921798706,3.625999927520752,3.5510001182556152,3.4739999771118164,3.384000062942505,3.3429999351501465
87,86,85,84,83,82,81,3.7869999408721924,3.7339999675750732,3.681999921798706,3.625999927520752,3.5510001182556152,3.4739999771118164,3.384000062942505
88,87,86,85,84,83,82,3.8380000591278076,3.7869999408721924,3.7339999675750732,3.681999921798706,3.625999927520752,3.5510001182556152,3.4739999771118164
89,88,87,86,85,84,83,3.890000104904175,3.8380000591278076,3.7869999408721924,3.7339999675750732,3.681999921798706,3.625999927520752,3.5510001182556152
90,89,88,87,86,85,84,3.938999891281128,3.890000104904175,3.8380000591278076,3.7869999408721924,3.7339999675750732,3.681999921798706,3.625999927520752
91,90,89,88,87,86,85,3.984999895095825,3.938999891281128,3.890000104904175,3.8380000591278076,3.7869999408721924,3.7339999675750732,3.681999921798706
92,91,90,89,88,87,86,4.0279998779296875,3.984999895095825,3.938999891281128,3.890000104904175,3.8380000591278076,3.7869999408721924,3.7339999675750732
93,92,91,90,89,88,87,4.068999767303467,4.0279998779296875,3.984999895095825,3.938999891281128,3.890000104904175,3.8380000591278076,3.7869999408721924
94,93,92,91,90,89,88,4.109000205993652,4.068999767303467,4.0279998779296875,3.984999895095825,3.938999891281128,3.890000104904175,3.8380000591278076
95,94,93,92,91,90,89,4.146999835968018,4.109000205993652,4.068999767303467,4.0279998779296875,3.984999895095825,3.938999891281128,3.890000104904175
96,95,94,93,92,91,90,4.182000160217285,4.146999835968018,4.109000205993652,4.068999767303467,4.0279998779296875,3.984999895095825,3.938999891281128
97,96,95,94,93,92,91,4.215000152587891,4.182000160217285,4.146999835968018,4.109000205993652,4.068999767303467,4.0279998779296875,3.984999895095825
98,97,96,95,94,93,92,4.244999885559082,4.215000152587891,4.182000160217285,4.146999835968018,4.109000205993652,4.068999767303467,4.0279998779296875
99,98,97,96,95,94,93,4.27400016784668,4.244999885559082,4.215000152587891,4.182000160217285,4.146999835968018,4.109000205993652,4.068999767303467
100,99,98,97,96,95,94,4.298999786376953,4.27400016784668,4.244999885559082,4.215000152587891,4.182000160217285,4.146999835968018,4.109000205993652
0,-1,-2,-3,-4,-5,-6,0,0,0,0,0,0,0
1,0,-1,-2,-3,-4,-5,1.038,0,0,0,0,0,0
2,1,0,-1,-2,-3,-4,1.564,1.038,0,0,0,0,0
3,2,1,0,-1,-2,-3,1.464,1.564,1.038,0,0,0,0
4,3,2,1,0,-1,-2,1.524,1.464,1.564,1.038,0,0,0
5,4,3,2,1,0,-1,1.847,1.524,1.464,1.564,1.038,0,0
6,5,4,3,2,1,0,1.642,1.847,1.524,1.464,1.564,1.038,0
7,6,5,4,3,2,1,1.829,1.642,1.847,1.524,1.464,1.564,1.038
8,7,6,5,4,3,2,1.569,1.829,1.642,1.847,1.524,1.464,1.564
9,8,7,6,5,4,3,1.796,1.569,1.829,1.642,1.847,1.524,1.464
