value
11.948
10.579
9.130000000000003
10.639000000000003
8.361999999999995
8.922000000000004
10.549
9.565999999999995
7.705999999999996
9.674999999999997
11.513000000000005
10.415
10.307000000000002
10.945999999999998
9.532000000000004
12.188000000000002
11.433999999999997
10.912999999999997
10.769999999999996
8.914000000000001
11.697000000000003
9.826999999999998
8.497999999999998
10.591999999999992
9.683
9.228000000000002
10.503999999999998
7.734000000000002
10.18
9.668999999999997
8.759999999999998
8.709000000000003
9.037999999999997
8.908000000000001
8.942
8.234000000000002
7.429000000000002
9.485
9.364000000000004
10.387
8.573999999999998
9.936
10.580000000000005
8.852999999999994
8.912999999999997
9.214999999999996
10.276000000000003
11.260000000000005
9.058
8.380000000000003
9.454999999999998
11.233999999999995
9.082999999999998
10.013999999999996
9.555
9.506
9.592999999999996
11.099000000000004
9.933
10.783000000000001
9.464999999999996
11.198
9.380000000000003
8.433
7.780000000000001
9.479
9.524000000000001
7.299000000000007
10.394999999999996
7.847999999999999
10.767000000000003
9.358000000000004
7.286999999999992
11.141000000000005
9.483999999999995
9.982
8.963000000000001
9.722000000000001
9.161999999999999
10.125999999999998
10.402000000000001
7.561
7.186999999999998
8.448999999999998
8.352999999999994
8.772000000000006
8.001999999999995
10.648000000000003
8.32
9.389000000000003
9.482
10.780999999999999
10.567999999999998
9.371000000000002
9.950000000000003
9.897999999999996
8.21
7.552
9.087000000000003
9.134999999999998
