id,age,dfi,weight
76,58,2.383,95.5
76,59,2.575,95.25
76,60,3.613,97.5
76,61,2.502,98.5
76,62,2.342,100.5
76,63,2.633,101.0
76,64,2.482,102.0
76,65,1.893,101.125
76,66,2.625,101.5
76,67,2.66,103.5
76,68,2.902,105.0
76,69,3.112,108.0
17,1,1.001,28.5
17,2,0.842,29.5
17,3,0.902,30.5
17,4,1.199,31.75
17,5,1.134,33.0
17,6,1.435,33.5
17,7,1.216,34.0
17,8,1.219,34.5
17,9,1.327,35.25
17,10,1.52,35.25
17,11,1.502,37.0
17,12,1.554,39.5
17,13,1.357,39.5
17,14,1.687,41.0
17,15,1.958,39.25
17,16,1.656,39.5
17,17,1.605,41.0
17,18,1.821,41.0
17,19,1.606,41.941
17,20,1.479,42.557
17,21,1.676,41.25
17,22,1.513,44.0
17,23,2.292,46.75
17,24,2.055,47.5
17,25,2.094,41.75
17,26,1.894,46.75
17,27,2.01,46.952
17,28,1.819,44.0
17,29,1.983,46.5
17,30,2.435,52.75
17,31,2.06,51.86
17,32,2.071,53.382
17,33,2.083,54.904
17,34,1.871,57.25
17,35,1.958,58.0
17,36,2.256,59.0
17,37,1.812,60.5
17,38,2.322,60.5
17,39,2.588,62.25
17,40,2.13,62.5
17,41,2.481,64.25
17,42,2.191,65.0
17,43,2.304,65.788
17,44,2.6,66.5
17,45,2.087,67.0
17,46,2.521,69.25
17,47,3.422,69.5
17,48,2.481,71.0
17,49,2.875,73.5
17,50,2.316,73.5
17,51,2.849,74.5
17,52,3.07,76.75
17,53,2.914,77.0
17,54,2.682,79.0
17,55,2.77,79.596
17,56,2.643,80.5
17,57,2.882,82.75
17,58,2.711,82.0
17,59,2.436,83.989
17,60,2.988,85.0
17,61,2.742,86.0
17,62,2.861,88.0
17,63,2.626,88.5
17,64,2.366,89.5
17,65,2.224,89.0
17,66,2.459,90.0
17,67,2.545,92.0
17,68,2.831,93.618
17,69,2.922,95.5
28,1,1.607,38.0
28,2,1.308,39.75
28,3,1.336,39.75
28,4,2.07,41.5
28,5,1.877,42.75
28,6,1.732,43.0
28,7,1.778,43.75
28,8,1.934,45.0
28,9,1.932,46.25
28,10,1.92,47.5
28,11,2.028,48.25
28,12,2.105,49.25
28,13,1.592,50.5
28,14,1.832,50.5
28,15,2.44,50.75
28,16,2.06,51.5
28,17,1.711,52.0
28,18,2.217,52.75
28,19,1.929,55.0
28,20,2.033,55.5
28,21,1.922,56.0
28,22,2.03,57.0
28,23,2.042,57.5
28,24,2.261,59.0
28,25,1.982,59.0
28,26,1.795,60.5
28,27,1.873,60.5
28,28,2.021,62.0
28,29,1.679,63.0
28,30,2.1,64.0
28,31,1.967,64.415
28,32,1.971,65.194
28,33,1.976,65.974
28,34,2.271,67.0
28,35,1.814,68.5
28,36,1.664,67.5
28,37,1.992,68.75
28,38,2.069,68.5
28,39,2.366,70.75
28,40,2.275,71.5
28,41,2.326,73.25
28,42,2.006,73.5
28,43,2.348,75.0
28,44,2.36,75.0
28,45,2.337,76.0
28,46,2.192,76.5
28,47,2.075,79.0
28,48,1.896,79.25
28,49,2.538,80.25
28,50,2.436,80.25
28,51,2.097,82.0
28,52,1.778,81.5
28,53,2.048,83.5
28,54,2.841,84.25
28,55,2.212,84.85
28,56,1.925,85.5
28,57,2.175,86.5
28,58,2.119,86.5
28,59,2.391,88.75
28,60,2.448,89.5
28,61,2.223,91.0
28,62,1.973,92.0
28,63,2.467,92.5
28,64,2.415,93.5
28,65,1.965,94.5
28,66,2.012,93.5
28,67,2.263,94.5
28,68,2.116,97.0
28,69,3.001,98.0
88,1,1.159,31.75
88,2,1.387,34.0
88,3,1.265,34.5
88,4,1.788,35.75
88,5,1.931,36.0
88,6,1.305,37.5
88,7,1.486,38.5
88,8,1.698,39.0
88,9,1.669,40.25
88,10,1.879,41.5
88,11,1.673,42.25
88,12,1.855,43.5
88,13,2.205,45.5
88,14,1.833,46.0
88,15,2.325,45.375
88,16,1.971,45.0
88,17,2.079,47.25
88,18,2.127,48.5
88,19,1.622,48.5
88,20,2.053,50.0
88,21,2.059,51.0
88,22,1.936,52.5
88,23,2.368,53.5
88,24,2.273,54.0
88,25,2.067,55.5
88,26,2.173,56.5
88,27,2.615,58.0
88,28,2.436,59.0
88,29,2.312,60.5
88,30,2.54,61.5
88,31,2.341,62.308
88,32,2.336,63.361
88,33,2.33,64.414
88,34,1.824,66.0
88,35,2.826,66.5
88,36,2.223,67.0
88,37,1.985,68.5
88,38,2.548,69.0
88,39,2.357,70.5
88,40,2.426,72.5
88,41,1.857,72.75
88,42,2.345,74.5
88,43,2.457,74.5
88,44,1.754,76.0
88,45,2.658,76.0
88,46,2.693,78.0
88,47,2.391,79.75
88,48,2.147,81.0
88,49,3.167,81.5
88,50,2.359,83.0
88,51,2.854,84.75
88,52,2.662,85.25
88,53,1.62,84.5
88,54,2.759,87.0
88,55,2.74,88.847
88,56,3.598,90.0
88,57,2.763,92.25
88,58,2.872,93.5
88,59,2.751,94.0
88,60,2.947,95.0
88,61,3.069,96.0
88,62,2.523,98.5
88,63,2.741,98.75
88,64,2.424,99.0
88,65,2.254,98.5
88,66,1.025,100.625
88,67,2.869,99.0
88,68,2.165,102.0
88,69,3.185,104.5
19,1,0.67,44.0
19,2,0.868,45.5
19,3,1.124,45.5
19,4,1.324,46.0
19,5,1.255,46.25
19,6,2.205,47.75
19,7,1.303,49.0
19,8,1.656,49.5
19,9,0.956,50.5
19,10,1.97,51.0
19,11,1.673,51.75
19,12,2.396,54.25
19,13,2.038,55.458
19,14,2.373,57.0
19,15,2.317,58.5
19,16,1.948,59.5
19,17,2.281,60.5
19,18,2.588,62.0
19,19,2.0,63.5
19,20,2.56,64.5
19,21,2.371,65.5
19,22,2.527,66.5
19,23,2.123,67.0
19,24,2.135,67.75
19,25,2.386,69.0
19,26,2.388,71.0
19,27,2.702,72.0
19,28,2.419,72.5
19,29,2.599,73.0
19,30,2.101,73.5
19,31,2.542,74.5
19,32,2.127,75.5
19,33,2.738,76.25
19,34,2.631,77.5
19,35,2.836,79.75
19,36,2.492,80.0
19,37,2.764,81.0
19,38,2.727,82.5
19,39,2.575,83.5
19,40,2.277,84.5
19,41,2.911,85.0
19,42,1.396,84.5
19,43,1.101,84.5
19,44,1.106,85.0
19,45,2.056,84.5
19,46,1.884,87.0
19,47,3.013,88.25
19,48,2.614,90.0
19,49,3.403,92.25
19,50,2.306,92.5
19,51,3.347,93.5
19,52,2.704,94.25
19,53,3.536,95.75
19,54,3.748,97.75
19,55,2.949,99.5
19,56,2.105,98.25
19,57,2.774,99.0
19,58,2.768,99.5
19,59,1.782,100.5
19,60,1.491,99.0
19,61,2.095,100.0
19,62,2.004,101.75
19,63,2.808,103.5
19,64,2.516,104.5
19,65,2.5,105.5
19,66,2.336,106.25
19,67,2.192,104.0
19,68,2.608,106.5
19,69,2.187,108.5
99,1,0.992,33.5
99,2,1.294,35.0
99,3,0.888,35.25
99,4,0.879,36.125
99,5,1.343,35.5
99,6,1.379,37.0
99,7,1.635,37.5
99,8,1.78,38.75
99,9,1.658,39.0
99,10,1.526,40.5
99,11,1.523,41.5
99,12,1.534,42.5
99,13,1.634,43.708
99,14,1.769,45.0
99,15,1.521,46.25
99,16,1.619,47.0
99,17,1.79,47.75
99,18,1.939,48.5
99,19,1.901,49.5
99,20,1.492,50.75
99,21,1.558,51.0
99,22,1.785,52.0
99,23,2.096,52.0
99,24,1.516,53.5
99,25,2.073,54.5
99,26,2.021,55.0
99,27,1.789,56.0
99,28,2.052,57.5
99,29,2.113,58.25
99,30,2.078,59.5
99,31,2.014,60.5
99,32,1.969,60.5
99,33,2.096,62.0
99,34,2.089,62.5
99,35,2.458,64.5
99,36,2.138,64.0
99,37,1.906,65.5
99,38,2.242,66.5
99,39,2.317,68.0
99,40,2.029,68.0
99,41,2.138,68.0
99,42,2.577,71.0
99,43,2.612,71.5
99,44,2.207,72.5
99,45,2.13,73.5
99,46,2.445,74.0
99,47,1.677,75.5
99,48,1.917,76.0
99,49,2.653,76.5
99,50,2.765,79.0
99,51,3.122,80.0
99,52,2.446,81.0
99,53,2.615,82.25
99,54,2.405,83.0
99,55,2.208,83.0
99,56,2.036,83.875
99,57,2.478,85.0
99,58,1.664,85.5
99,59,2.01,85.875
99,60,1.922,86.75
99,61,2.32,88.75
99,62,2.731,91.0
99,63,2.551,92.25
99,64,2.232,91.0
99,65,1.756,92.25
99,66,1.647,92.5
99,67,1.711,93.0
99,68,1.709,94.5
99,69,1.68,94.5
29,1,1.274,42.25
29,2,1.113,45.0
29,3,0.324,46.25
29,4,1.349,42.5
29,5,1.084,43.75
29,6,1.611,45.0
29,7,1.77,46.25
29,8,1.657,48.0
29,9,1.988,50.5
29,10,1.694,49.5
29,11,1.155,50.5
29,12,1.147,51.5
29,13,1.706,53.096
29,14,1.807,54.0
29,15,1.93,54.5
29,16,2.288,56.25
29,17,1.879,58.5
29,18,2.002,59.5
29,19,1.431,61.5
29,20,2.438,61.5
29,21,1.519,61.5
29,22,2.022,62.25
29,23,1.771,64.5
29,24,1.885,65.5
29,25,2.03,65.5
29,26,1.965,67.0
29,27,1.969,68.0
29,28,1.587,68.25
29,29,1.922,68.25
29,30,2.088,69.5
29,31,2.27,70.75
29,32,1.86,71.75
29,33,2.56,73.5
29,34,2.369,74.0
29,35,1.909,74.5
29,36,2.121,74.5
29,37,2.386,75.0
29,38,2.455,77.375
29,39,2.496,77.5
29,40,2.66,78.5
29,41,2.9,79.5
29,42,2.642,81.0
29,43,2.139,82.5
29,44,2.45,82.0
29,45,3.005,84.5
29,46,2.542,85.5
29,47,2.565,87.5
29,48,2.997,89.0
29,49,2.937,88.5
29,50,2.937,91.5
29,51,3.128,90.5
29,52,2.493,93.25
29,53,3.308,95.0
29,54,3.052,95.5
29,55,2.671,96.5
29,56,2.299,97.882
29,57,3.289,99.5
29,58,2.919,100.5
29,59,2.572,102.0
29,60,2.551,100.5
29,61,2.994,103.75
29,62,2.877,105.5
29,63,2.839,107.5
29,64,3.438,106.5
29,65,2.64,108.75
29,66,2.104,108.5
29,67,1.659,109.603
29,68,2.508,110.625
29,69,2.341,111.5
37,1,1.095,38.0
37,2,1.316,36.875
37,3,0.799,39.75
37,4,1.859,40.5
37,5,1.32,42.5
37,6,1.514,42.5
37,7,1.584,43.5
37,8,1.271,45.0
37,9,1.283,45.0
37,10,1.107,44.0
37,11,1.364,46.0
37,12,1.356,46.5
37,13,1.565,48.364
37,14,1.833,49.5
37,15,1.838,50.75
37,16,1.718,51.5
37,17,1.866,53.0
37,18,1.998,54.0
37,19,1.783,54.5
37,20,1.867,55.0
37,21,1.891,56.0
37,22,1.812,57.0
37,23,1.555,57.5
37,24,1.841,57.5
37,25,1.884,58.5
37,26,2.268,59.0
37,27,2.208,60.5
37,28,2.285,62.25
37,29,2.157,64.0
37,30,2.572,64.5
37,31,1.767,65.25
37,32,2.364,66.5
37,33,2.46,68.5
37,34,2.305,69.0
37,35,2.689,70.0
37,36,1.876,70.0
37,37,2.489,70.5
37,38,2.335,72.5
37,39,2.552,73.5
37,40,2.209,74.5
37,41,2.432,75.0
37,42,1.889,75.0
37,43,3.216,77.25
37,44,2.773,78.75
37,45,2.782,80.5
37,46,2.859,81.0
37,47,2.907,82.5
37,48,2.632,83.0
37,49,2.693,85.0
37,50,3.39,87.0
37,51,3.226,89.0
37,52,3.195,89.0
37,53,2.949,91.75
37,54,3.605,92.0
37,55,2.666,92.25
37,56,2.922,93.5
37,57,3.124,94.5
37,58,2.412,95.25
37,59,3.322,96.25
37,60,2.902,98.75
37,61,3.118,99.0
37,62,2.722,100.25
37,63,3.837,102.5
37,64,2.926,104.5
37,65,2.82,103.5
37,66,1.468,102.5
37,67,1.261,102.751
37,68,1.484,102.75
37,69,1.242,103.0
55,1,0.801,35.75
55,2,1.1,36.5
55,3,0.837,38.0
55,4,0.744,38.527
55,5,1.121,39.0
55,6,1.646,40.0
55,7,1.944,41.75
55,8,2.155,42.0
55,9,1.702,43.75
55,10,2.398,45.0
55,11,1.836,45.75
55,12,2.114,47.5
55,13,2.136,48.524
55,14,2.292,49.5
55,15,2.235,51.0
55,16,2.164,52.5
55,17,2.17,53.5
55,18,2.392,54.5
55,19,1.928,55.75
55,20,2.67,57.0
55,21,2.319,58.0
55,22,2.457,59.0
55,23,2.202,59.5
55,24,2.439,60.75
55,25,2.497,62.25
55,26,2.811,63.25
55,27,2.531,65.25
55,28,2.325,65.25
55,29,2.656,67.5
55,30,2.771,69.5
55,31,2.776,71.0
55,32,2.368,72.0
55,33,2.763,73.25
55,34,3.01,73.5
55,35,2.81,75.0
55,36,3.031,77.0
55,37,1.97,78.25
55,38,2.904,78.5
55,39,2.828,79.25
55,40,3.115,81.25
55,41,1.78,80.5
55,42,3.191,83.0
55,43,2.026,84.0
55,44,2.919,84.5
55,45,3.255,87.5
55,46,2.346,86.5
55,47,2.986,88.5
55,48,3.476,90.5
55,49,3.019,91.75
55,50,2.999,92.75
55,51,3.385,93.0
55,52,3.066,95.0
55,53,3.053,95.75
55,54,3.134,98.0
55,55,2.622,98.5
55,56,2.255,98.5
55,57,2.424,99.0
55,58,3.121,101.0
55,59,1.759,102.0
55,60,2.897,102.0
55,61,3.073,105.0
55,62,2.733,107.5
55,63,2.355,108.0
55,64,2.963,107.5
55,65,1.786,108.0
55,66,1.287,108.022
55,67,1.364,108.557
55,68,1.685,108.5
55,69,1.923,108.0
94,1,0.695,34.75
94,2,1.041,36.0
94,3,0.92,37.0
94,4,1.16,36.5
94,5,1.114,37.5
94,6,1.544,38.5
94,7,1.483,39.5
94,8,1.747,40.875
94,9,1.714,41.75
94,10,1.255,42.75
94,11,1.875,42.75
94,12,1.862,44.5
94,13,1.808,45.894
94,14,2.108,47.0
94,15,1.858,49.0
94,16,1.662,49.25
94,17,2.12,50.5
94,18,1.985,51.0
94,19,1.634,52.0
94,20,1.807,53.25
94,21,1.81,54.0
94,22,2.034,55.5
94,23,1.89,55.0
94,24,2.017,56.25
94,25,2.085,57.5
94,26,2.031,58.75
94,27,1.862,59.75
94,28,2.245,61.5
94,29,2.051,62.0
94,30,2.116,62.5
94,31,2.378,64.0
94,32,2.028,65.0
94,33,2.213,66.0
94,34,2.048,67.5
94,35,2.137,68.0
94,36,1.906,67.625
94,37,2.104,69.25
94,38,2.499,69.625
94,39,1.68,71.25
94,40,1.767,72.0
94,41,1.167,71.0
94,42,2.75,72.5
94,43,2.548,74.5
94,44,2.411,76.0
94,45,1.895,77.5
94,46,3.513,78.5
94,47,2.342,80.25
94,48,2.698,81.0
94,49,2.181,81.0
94,50,2.415,81.5
94,51,2.453,83.0
94,52,2.343,83.5
94,53,2.892,84.25
94,54,2.015,85.5
94,55,2.404,86.5
94,56,2.281,87.0
94,57,2.256,87.5
94,58,2.093,88.0
94,59,2.311,89.25
94,60,2.759,91.0
94,61,1.896,91.25
94,62,2.698,93.5
94,63,2.444,93.5
94,64,2.225,93.5
94,65,2.105,95.0
94,66,1.644,95.0
94,67,1.589,95.804
94,68,1.687,95.5
94,69,1.851,97.0
25,1,1.534,33.5
25,2,1.277,33.5
25,3,1.189,33.75
25,4,0.787,34.875
25,5,1.344,34.0
25,6,1.409,35.5
25,7,1.693,36.5
25,8,1.377,37.0
25,9,2.096,38.0
25,10,1.538,39.0
25,11,2.165,40.0
25,12,2.099,42.0
25,13,1.99,43.093
25,14,2.225,45.0
25,15,2.107,45.5
25,16,1.88,47.0
25,17,2.084,48.0
25,18,2.029,49.0
25,19,1.826,50.0
25,20,1.869,51.0
25,21,2.043,52.0
25,22,1.921,53.5
25,23,1.98,53.5
25,24,1.803,54.5
25,25,1.922,55.0
25,26,1.849,56.0
25,27,1.92,57.5
25,28,2.091,58.5
25,29,1.986,60.0
25,30,1.954,60.0
25,31,2.333,60.5
25,32,2.184,62.0
25,33,2.239,63.0
25,34,2.15,64.5
25,35,2.598,66.0
25,36,2.424,67.0
25,37,1.581,67.5
25,38,1.78,67.0
25,39,2.744,68.5
25,40,2.207,70.25
25,41,2.415,70.75
25,42,2.677,73.0
25,43,2.646,74.0
25,44,2.985,76.0
25,45,2.84,77.375
25,46,2.696,79.0
25,47,2.883,79.0
25,48,2.722,81.0
25,49,2.778,81.0
25,50,2.546,82.0
25,51,2.833,82.5
25,52,2.502,84.0
25,53,2.432,85.0
25,54,2.684,86.0
25,55,2.487,87.0
25,56,2.425,88.0
25,57,2.459,87.5
25,58,1.987,88.5
25,59,2.108,88.25
25,60,1.97,89.75
25,61,2.624,91.25
25,62,2.282,92.0
25,63,2.473,93.5
25,64,2.788,95.5
25,65,2.295,95.0
25,66,2.038,96.5
25,67,1.682,97.504
25,68,3.152,98.5
25,69,2.21,99.25
32,1,1.455,39.5
32,2,1.568,40.25
32,3,0.856,41.0
32,4,0.683,41.739
32,5,1.382,41.5
32,6,1.571,42.5
32,7,1.794,44.0
32,8,2.268,46.0
32,9,1.992,47.5
32,10,1.888,48.5
32,11,2.247,50.0
32,12,1.794,51.25
32,13,2.108,52.344
32,14,2.197,53.5
32,15,2.343,54.5
32,16,2.294,56.0
32,17,1.826,58.0
32,18,2.604,59.0
32,19,2.075,60.0
32,20,1.931,60.0
32,21,2.085,62.0
32,22,1.854,62.25
32,23,1.803,63.5
32,24,1.773,63.5
32,25,2.075,63.5
32,26,1.923,66.25
32,27,2.254,67.5
32,28,2.403,68.0
32,29,2.319,68.5
32,30,2.263,69.5
32,31,2.323,71.5
32,32,2.473,72.0
32,33,2.369,74.0
32,34,2.504,74.0
32,35,2.603,74.5
32,36,2.081,75.5
32,37,2.728,76.75
32,38,2.647,77.25
32,39,2.801,78.25
32,40,2.459,80.5
32,41,2.546,79.25
32,42,2.378,81.25
32,43,3.239,81.5
32,44,2.213,83.5
32,45,2.916,84.75
32,46,3.474,87.5
32,47,2.313,87.0
32,48,3.313,88.0
32,49,2.713,89.5
32,50,3.688,90.5
32,51,3.272,92.75
32,52,2.988,93.0
32,53,3.413,94.5
32,54,3.115,96.5
32,55,2.632,97.0
32,56,3.148,98.5
32,57,3.489,100.0
32,58,2.668,101.25
32,59,2.763,100.0
32,60,2.19,100.5
32,61,2.935,101.5
32,62,2.664,103.75
32,63,2.903,105.5
32,64,3.138,106.5
32,65,2.583,105.75
32,66,3.058,108.5
32,67,1.811,106.5
32,68,2.751,107.75
32,69,3.185,110.0
11,1,0.912,39.0
11,2,1.317,40.0
11,3,0.743,40.5
11,4,0.825,40.803
11,5,1.126,41.0
11,6,1.076,41.5
11,7,0.704,42.0
11,8,1.526,42.5
11,9,1.955,45.0
11,10,1.777,45.5
11,11,2.116,47.0
11,12,2.251,49.0
11,13,2.046,49.822
11,14,1.839,51.75
11,15,2.821,52.5
11,16,1.803,53.5
11,17,2.324,54.75
11,18,1.862,56.0
11,19,1.855,56.5
11,20,2.395,58.5
11,21,2.237,58.5
11,22,2.419,60.0
11,23,2.593,61.0
11,24,1.969,63.0
11,25,2.55,64.0
11,26,2.388,64.5
11,27,2.552,65.5
11,28,2.478,67.0
11,29,2.667,67.5
11,30,2.426,69.25
11,31,2.316,70.0
11,32,2.367,71.0
11,33,2.582,72.25
11,34,2.778,73.5
11,35,2.681,74.5
11,36,2.506,75.0
11,37,2.905,77.5
11,38,2.326,77.5
11,39,2.372,79.0
11,40,2.65,80.5
11,41,2.573,81.0
11,42,2.807,81.5
11,43,2.552,84.5
11,44,2.871,85.0
11,45,2.753,84.5
11,46,2.095,88.5
11,47,3.215,88.5
11,48,2.644,90.5
11,49,2.567,90.75
11,50,2.361,90.5
11,51,1.93,92.0
11,52,2.113,90.25
11,53,1.985,91.5
11,54,2.747,91.0
11,55,2.747,95.5
11,56,2.792,96.0
11,57,2.486,97.5
11,58,2.333,96.25
11,59,2.82,98.5
11,60,2.848,100.0
11,61,2.726,100.5
11,62,2.736,102.5
11,63,3.26,103.5
11,64,3.296,105.5
11,65,3.319,104.5
11,66,1.499,106.5
11,67,2.119,101.5
11,68,2.475,106.5
11,69,2.74,109.0
47,1,0.046,28.75
47,2,0.955,30.5
47,3,0.578,31.0
47,4,0.644,32.25
47,5,0.887,32.0
47,6,1.155,32.5
47,7,0.206,32.75
47,8,1.05,33.0
47,9,1.272,35.25
47,10,1.082,35.5
47,11,1.435,36.0
47,12,1.441,37.0
47,13,1.555,38.619
47,14,1.942,39.5
47,15,1.797,41.0
47,16,1.641,41.75
47,17,2.013,43.25
47,18,1.912,44.5
47,19,2.157,45.0
47,20,1.689,46.5
47,21,2.262,48.0
47,22,1.575,48.5
47,23,1.701,48.5
47,24,1.96,50.0
47,25,1.776,51.0
47,26,1.753,51.5
47,27,1.467,52.0
47,28,1.458,52.75
47,29,1.791,54.5
47,30,2.019,55.5
47,31,1.706,56.0
47,32,2.024,57.0
47,33,1.961,58.0
47,34,2.135,58.75
47,35,2.43,59.75
47,36,1.402,60.75
47,37,2.383,61.5
47,38,2.393,62.75
47,39,2.084,64.0
47,40,2.657,65.5
47,41,1.937,65.5
47,42,2.241,67.75
47,43,2.299,68.5
47,44,2.299,69.5
47,45,2.203,70.75
47,46,1.979,71.0
47,47,2.46,72.5
47,48,2.032,73.25
47,49,2.327,75.25
47,50,2.14,76.0
47,51,2.542,77.25
47,52,2.523,77.75
47,53,2.386,78.5
47,54,2.599,81.0
47,55,2.305,81.25
47,56,2.241,82.5
47,57,2.246,84.0
47,58,2.694,85.0
47,59,1.635,83.0
47,60,2.078,85.5
47,61,2.04,86.25
47,62,2.45,88.0
47,63,2.439,89.5
47,64,2.202,89.5
47,65,2.912,90.5
47,66,1.443,91.5
47,67,2.179,92.674
47,68,2.338,93.0
47,69,1.949,95.0
43,1,1.136,27.75
43,2,0.855,28.0
43,3,0.591,28.0
43,4,1.071,29.0
43,5,1.201,29.5
43,6,0.823,30.0
43,7,1.338,30.5
43,8,1.359,31.5
43,9,1.144,32.0
43,10,1.691,33.0
43,11,1.28,34.0
43,12,1.235,35.0
43,13,1.485,35.818
43,14,1.455,36.5
43,15,1.987,37.5
43,16,1.414,38.5
43,17,1.79,40.0
43,18,1.352,40.5
43,19,1.693,41.5
43,20,1.746,42.0
43,21,1.833,44.0
43,22,2.033,45.5
43,23,1.765,46.0
43,24,1.711,47.0
43,25,2.017,48.0
43,26,1.749,49.0
43,27,1.576,49.5
43,28,2.143,50.0
43,29,1.812,51.0
43,30,1.824,52.0
43,31,1.885,52.625
43,32,1.726,53.0
43,33,2.185,54.5
43,34,1.89,55.0
43,35,2.169,57.0
43,36,1.777,58.0
43,37,1.882,58.25
43,38,2.114,58.75
43,39,2.39,60.0
43,40,1.867,61.0
43,41,1.908,61.5
43,42,2.443,62.5
43,43,2.284,64.0
43,44,2.063,65.0
43,45,2.539,66.5
43,46,2.325,67.0
43,47,2.762,69.5
43,48,2.078,70.5
43,49,2.279,71.0
43,50,2.888,72.0
43,51,2.503,73.5
43,52,2.711,75.0
43,53,2.234,75.5
43,54,2.432,77.0
43,55,2.896,78.25
43,56,2.521,78.5
43,57,2.505,80.5
43,58,2.15,80.0
43,59,2.775,81.0
43,60,2.394,82.5
43,61,2.599,84.0
43,62,2.541,84.5
43,63,2.691,86.0
43,64,2.898,88.0
43,65,2.049,88.25
43,66,2.09,88.5
43,67,1.878,87.5
43,68,2.482,91.0
43,69,2.702,91.5
65,1,1.223,34.0
65,2,1.002,34.5
65,3,0.863,35.5
65,4,1.164,36.5
65,5,1.149,36.0
65,6,1.595,37.125
65,7,1.424,38.5
65,8,1.529,38.5
65,9,1.777,40.25
65,10,1.564,41.5
65,11,1.995,42.0
65,12,1.596,43.5
65,13,1.669,44.367
65,14,1.576,45.5
65,15,1.539,46.5
65,16,1.571,47.5
65,17,1.742,48.25
65,18,1.881,49.5
65,19,2.056,50.75
65,20,1.847,52.0
65,21,2.153,52.75
65,22,1.992,54.0
65,23,2.049,54.5
65,24,1.943,55.25
65,25,2.131,56.0
65,26,2.162,57.5
65,27,2.018,58.0
65,28,1.962,59.5
65,29,2.126,60.0
65,30,2.144,60.5
65,31,2.236,62.0
65,32,2.429,63.5
65,33,2.067,64.0
65,34,2.483,66.0
65,35,2.397,66.0
65,36,2.213,67.5
65,37,2.154,67.5
65,38,2.151,68.5
65,39,2.62,69.75
65,40,2.184,71.0
65,41,2.11,70.5
65,42,2.208,72.0
65,43,2.438,72.75
65,44,2.361,74.5
65,45,2.405,75.0
65,46,2.583,77.0
65,47,3.189,78.5
65,48,2.955,79.5
65,49,2.295,81.25
65,50,2.999,82.0
65,51,2.387,84.0
65,52,2.64,83.5
65,53,3.191,84.25
65,54,2.981,86.5
65,55,2.494,88.5
65,56,3.173,89.0
65,57,2.335,90.0
65,58,2.663,90.5
65,59,2.3,91.0
65,60,2.594,92.25
65,61,2.438,93.0
65,62,2.489,94.5
65,63,2.829,95.5
65,64,2.529,96.5
65,65,2.212,96.0
65,66,1.951,96.5
65,67,2.136,97.0
65,68,2.17,99.0
65,69,2.111,99.0
84,1,1.357,32.0
84,2,0.927,32.75
84,3,1.468,34.0
84,4,1.146,35.0
84,5,1.52,35.0
84,6,1.812,36.5
84,7,1.78,37.5
84,8,1.223,38.0
84,9,2.122,38.5
84,10,1.858,40.5
84,11,1.048,40.5
84,12,1.683,41.75
84,13,1.59,43.244
84,14,1.501,45.0
84,15,1.839,46.0
84,16,1.499,46.5
84,17,1.727,47.5
84,18,1.117,47.5
84,19,1.383,48.75
84,20,1.905,49.5
84,21,1.877,49.5
84,22,1.403,51.25
84,23,1.807,52.5
84,24,1.985,53.0
84,25,1.842,53.5
84,26,1.886,54.5
84,27,1.972,55.5
84,28,1.94,56.0
84,29,1.873,57.5
84,30,1.765,58.5
84,31,2.229,59.5
84,32,2.751,61.5
84,33,2.177,61.5
84,34,2.291,63.25
84,35,2.175,64.25
84,36,2.457,64.5
84,37,2.551,65.25
84,38,2.542,66.125
84,39,1.967,67.0
84,40,2.863,68.5
84,41,2.152,69.5
84,42,2.08,71.0
84,43,2.467,71.5
84,44,3.078,72.5
84,45,2.043,73.5
84,46,2.751,74.5
84,47,2.399,76.0
84,48,2.195,77.0
84,49,2.458,77.0
84,50,2.827,79.25
84,51,2.601,80.5
84,52,2.806,81.5
84,53,1.979,82.25
84,54,3.242,84.0
84,55,2.244,84.5
84,56,2.831,86.25
84,57,2.027,86.25
84,58,2.388,87.75
84,59,1.526,88.0
84,60,2.329,89.0
84,61,2.564,90.0
84,62,2.224,92.0
84,63,2.786,92.0
84,64,2.144,92.75
84,65,2.956,93.5
84,66,1.367,93.5
84,67,1.239,94.663
84,68,2.308,95.0
84,69,1.975,96.087
87,1,1.281,34.5
87,2,1.547,36.25
87,3,0.558,36.5
87,4,0.83,37.5
87,5,1.675,37.5
87,6,1.591,39.5
87,7,1.387,39.75
87,8,1.929,40.5
87,9,1.987,42.0
87,10,1.838,43.5
87,11,1.968,44.0
87,12,1.951,45.5
87,13,1.527,45.613
87,14,0.882,46.5
87,15,1.153,47.0
87,16,0.805,48.25
87,17,1.692,48.5
87,18,1.577,49.5
87,19,1.573,50.5
87,20,1.78,51.5
87,21,2.053,52.0
87,22,2.153,53.5
87,23,2.205,55.0
87,24,2.062,56.0
87,25,2.248,56.5
87,26,2.259,57.5
87,27,2.0,58.75
87,28,2.024,59.5
87,29,2.01,60.0
87,30,2.399,61.25
87,31,2.395,62.75
87,32,2.173,63.0
87,33,2.356,64.5
87,34,2.636,65.5
87,35,2.081,66.25
87,36,2.426,67.25
87,37,2.229,66.5
87,38,2.152,68.0
87,39,2.249,69.0
87,40,2.436,70.0
87,41,2.16,69.0
87,42,2.504,71.5
87,43,2.55,73.0
87,44,2.275,73.0
87,45,2.623,76.25
87,46,2.604,76.0
87,47,2.468,78.0
87,48,2.066,78.5
87,49,2.557,80.25
