age,dfi
1,0.202
2,0.625
3,0.891
4,0.923
5,1.15
6,0.986
7,1.137
8,1.341
9,1.174
10,1.346
11,1.517
12,1.822
13,1.634
14,1.644
15,1.714
16,1.226
17,1.886
18,1.744
19,1.918
20,2.074
21,2.109
22,1.948
23,1.802
24,1.498
25,1.568
26,1.952
27,2.113
28,2.252
29,2.478
30,2.431
31,2.526
32,2.412
33,2.289
34,2.182
35,2.091
36,2.316
37,2.393
38,2.776
39,2.734
40,2.307
41,2.29
42,2.548
43,2.548
44,2.3
45,2.379
46,2.464
47,2.246
48,1.962
49,2.609
50,2.49
51,2.544
52,2.42
53,2.608
54,2.122
55,2.463
56,2.532
57,2.729
58,2.507
59,2.62
60,2.756
61,2.811
62,2.532
63,3.052
64,2.886
65,3.085
66,2.33
67,2.607
68,3.666
69,3.107
70,3.192
71,2.999
72,2.939
73,3.046
74,2.889
75,3.587
76,3.546
77,3.012
78,3.336
79,3.176
80,3.375
81,3.114
82,3.159
83,3.041
84,3.058
85,3.275
86,3.423
87,3.056
88,2.988
89,3.041
90,3.192
91,3.181
92,3.462
93,3.376
94,3.041
95,3.041
96,3.041
97,3.041
98,3.176
99,3.339
100,3.292
101,3.182
