age,dfi
1,0.798
2,0.7
3,1.295
4,0.922
5,1.391
6,1.288
7,1.61
8,1.601
9,1.805
10,1.511
11,1.343
12,1.472
13,1.676
14,1.644
15,1.563
16,1.717
17,1.983
18,1.599
19,1.818
20,1.722
21,1.858
22,1.89
23,1.716
24,1.78
25,1.83
26,1.999
27,1.908
28,2.064
29,1.93
30,1.901
31,1.935
32,2.2
33,1.957
34,1.962
35,2.256
36,2.225
37,2.132
38,2.208
39,2.176
40,1.89
41,2.014
42,2.172
43,2.292
44,2.196
45,2.206
46,1.702
47,2.239
48,2.236
49,2.336
50,2.234
51,2.252
52,2.344
53,3.199
54,2.286
55,2.755
56,2.418
57,2.717
58,2.975
59,2.244
60,2.644
61,2.72
62,2.45
63,2.869
64,2.524
65,2.369
66,2.426
67,2.504
68,2.833
69,3.01
70,2.792
71,3.559
72,2.71
73,3.008
74,3.082
75,3.468
76,2.952
77,3.017
78,3.164
79,3.191
80,3.356
81,3.276
82,3.19
83,3.041
84,3.058
85,3.304
86,3.404
87,3.118
88,2.963
89,3.041
90,3.192
91,3.192
92,3.463
93,3.375
94,3.041
95,3.041
96,3.041
97,3.041
98,3.174
99,3.339
100,3.292
101,3.182
