age,dfi
1,0.603
2,1.12
3,2.216
4,1.248
5,1.471
6,1.89
7,1.42
8,1.728
9,1.709
10,1.692
11,1.73
12,1.675
13,1.42
14,1.906
15,1.58
16,1.792
17,1.577
18,1.9
19,2.006
20,1.824
21,1.868
22,2.238
23,2.33
24,2.567
25,2.209
26,2.368
27,2.67
28,2.477
29,2.25
30,2.463
31,2.312
32,2.4
33,2.475
34,1.861
35,2.261
36,2.19
37,2.234
38,2.474
39,2.622
40,2.601
41,2.8
42,2.625
43,2.258
44,2.424
45,2.867
46,2.913
47,3.048
48,2.754
49,2.746
50,2.434
51,2.368
52,3.268
53,3.138
54,3.346
55,3.068
56,2.958
57,3.51
58,3.034
59,3.204
60,2.985
61,3.46
62,2.802
63,3.33
64,3.432
65,3.448
66,2.625
67,3.444
68,2.866
69,3.222
70,3.38
71,3.49
72,2.872
73,3.238
74,3.339
75,3.128
76,3.102
77,3.246
78,3.32
79,3.183
80,3.376
81,3.105
82,3.154
83,3.041
84,3.072
85,3.278
86,3.423
87,3.057
88,2.989
89,3.041
90,3.192
91,3.181
92,3.462
93,3.376
94,3.041
95,3.041
96,3.041
97,3.041
98,3.176
99,3.339
100,3.292
101,3.182
